"BioID","GovtrackID","opensecrets_id","first_name","last_name","state","district","party","name","Vote_change","Vote_change_dummy","birthday","gender","nominate_dim1","nominate_dim2","Geographical","Instance","Vote","seniority","Contribution_minus","Contribution_plus","Dmajority","anti_env_dummy","pro_env_dummy"
"B001274",412395,"N00030910","Mo","Brooks","AL",5,"R","brooks mo",0,0,1954,"M",0.652,0.417,"SO","3",0,2,8.5,0,0,1,0
"B001274",412395,"N00030910","Mo","Brooks","AL",5,"R","brooks mo",0,0,1954,"M",0.652,0.417,"SO","4",0,3,5,0,0,1,0
"B001274",412395,"N00030910","Mo","Brooks","AL",5,"R","brooks mo",0,0,1954,"M",0.652,0.417,"SO","51",0,4,6,0.5,0,1,1
"B001274",412395,"N00030910","Mo","Brooks","AL",5,"R","brooks mo",0,0,1954,"M",0.652,0.417,"SO","52",0,4,6,0.5,0,1,1
"B001274",412395,"N00030910","Mo","Brooks","AL",5,"R","brooks mo",0,0,1954,"M",0.652,0.417,"SO","6",0,5,2.5,0,1,1,0
"B001274",412395,"N00030910","Mo","Brooks","AL",5,"R","brooks mo",0,0,1954,"M",0.652,0.417,"SO","7",0,6,14.95,0,1,1,0
"S001185",412396,"N00030622","Terri","Sewell","AL",7,"D","sewell terri",0,0,1965,"F",0.398,0.4,"SO","3",1,2,16,0,0,1,0
"S001185",412396,"N00030622","Terri","Sewell","AL",7,"D","sewell terri",0,0,1965,"F",0.398,0.4,"SO","4",1,3,10.25,0,0,1,0
"S001185",412396,"N00030622","Terri","Sewell","AL",7,"D","sewell terri",0,0,1965,"F",0.398,0.4,"SO","51",1,4,15.25,0,0,1,0
"S001185",412396,"N00030622","Terri","Sewell","AL",7,"D","sewell terri",0,0,1965,"F",0.398,0.4,"SO","52",1,4,14.25,0,0,1,0
"S001185",412396,"N00030622","Terri","Sewell","AL",7,"D","sewell terri",0,0,1965,"F",0.398,0.4,"SO","6",1,5,19.5,0,1,1,0
"S001185",412396,"N00030622","Terri","Sewell","AL",7,"D","sewell terri",0,0,1965,"F",0.398,0.4,"SO","7",1,6,21.5,0,1,1,0
"Y000033",400440,"N00007999","Don","Young","AK",0,"R","young don",0,0,1933,"M",0.283,0.022,"WE","3",0,14,8.6,0,0,1,0
"Y000033",400440,"N00007999","Don","Young","AK",0,"R","young don",0,0,1933,"M",0.283,0.022,"WE","4",0,15,27.8,0,0,1,0
"Y000033",400440,"N00007999","Don","Young","AK",0,"R","young don",0,0,1933,"M",0.283,0.022,"WE","51",0,16,32.2,0.5,0,1,1
"Y000033",400440,"N00007999","Don","Young","AK",0,"R","young don",0,0,1933,"M",0.283,0.022,"WE","52",0,16,31.45,0.5,0,1,1
"Y000033",400440,"N00007999","Don","Young","AK",0,"R","young don",0,0,1933,"M",0.283,0.022,"WE","6",0,17,28.011,1.5,1,1,1
"Y000033",400440,"N00007999","Don","Young","AK",0,"R","young don",0,0,1933,"M",0.283,0.022,"WE","7",0,18,11.633,0,1,1,0
"K000368",412286,"N00029260","Ann","Kirkpatrick","AZ",NA,"D","kirkpatrick ann",0,0,1950,"F",0.169,0.01,"WE","3",1,2,18.3,0,0,1,0
"K000368",412286,"N00029260","Ann","Kirkpatrick","AZ",NA,"D","kirkpatrick ann",0,0,1950,"F",0.169,0.01,"WE","4",1,3,3.605,3.025,0,1,1
"K000368",412286,"N00029260","Ann","Kirkpatrick","AZ",NA,"D","kirkpatrick ann",0,0,1950,"F",0.169,0.01,"WE","51",NA,3,NA,NA,0,0,0
"K000368",412286,"N00029260","Ann","Kirkpatrick","AZ",NA,"D","kirkpatrick ann",0,0,1950,"F",0.169,0.01,"WE","52",NA,3,NA,NA,0,0,0
"K000368",412286,"N00029260","Ann","Kirkpatrick","AZ",NA,"D","kirkpatrick ann",0,0,1950,"F",0.169,0.01,"WE","6",NA,4,15.97,0,1,1,0
"K000368",412286,"N00029260","Ann","Kirkpatrick","AZ",NA,"D","kirkpatrick ann",0,0,1950,"F",0.169,0.01,"WE","7",1,5,0,0,1,0,0
"G000551",400162,"N00025284","Raul,Raúl","Grijalva","AZ",NA,"D","grijalva raul",0,0,1948,"M",0.598,0.264,"WE","3",1,6,NA,NA,0,0,0
"G000551",400162,"N00025284","Raul,Raúl","Grijalva","AZ",NA,"D","grijalva raul",0,0,1948,"M",0.598,0.264,"WE","4",1,7,1.5,0,0,1,0
"G000551",400162,"N00025284","Raul,Raúl","Grijalva","AZ",NA,"D","grijalva raul",0,0,1948,"M",0.598,0.264,"WE","51",1,8,NA,NA,0,0,0
"G000551",400162,"N00025284","Raul,Raúl","Grijalva","AZ",NA,"D","grijalva raul",0,0,1948,"M",0.598,0.264,"WE","52",1,8,NA,NA,0,0,0
"G000551",400162,"N00025284","Raul,Raúl","Grijalva","AZ",NA,"D","grijalva raul",0,0,1948,"M",0.598,0.264,"WE","6",1,9,NA,NA,1,0,0
"G000551",400162,"N00025284","Raul,Raúl","Grijalva","AZ",NA,"D","grijalva raul",0,0,1948,"M",0.598,0.264,"WE","7",1,10,NA,NA,1,0,0
"G000565",412397,"N00030771","Paul","Gosar","AZ",NA,"R","gosar paul",0,0,1958,"M",0.699,0.499,"WE","3",0,2,19.85,0,0,1,0
"G000565",412397,"N00030771","Paul","Gosar","AZ",NA,"R","gosar paul",0,0,1958,"M",0.699,0.499,"WE","4",0,3,16,0,0,1,0
"G000565",412397,"N00030771","Paul","Gosar","AZ",NA,"R","gosar paul",0,0,1958,"M",0.699,0.499,"WE","51",0,4,26,2.25,0,1,1
"G000565",412397,"N00030771","Paul","Gosar","AZ",NA,"R","gosar paul",0,0,1958,"M",0.699,0.499,"WE","52",0,4,13.25,2.25,0,1,1
"G000565",412397,"N00030771","Paul","Gosar","AZ",NA,"R","gosar paul",0,0,1958,"M",0.699,0.499,"WE","6",0,5,12.7,0,1,1,0
"G000565",412397,"N00030771","Paul","Gosar","AZ",NA,"R","gosar paul",0,0,1958,"M",0.699,0.499,"WE","7",NA,6,0,0,1,0,0
"S001183",412399,"N00006460","David","Schweikert","AZ",NA,"R","schweikert david",0,0,1962,"M",0.561,0.251,"WE","3",0,2,8.75,0,0,1,0
"S001183",412399,"N00006460","David","Schweikert","AZ",NA,"R","schweikert david",0,0,1962,"M",0.561,0.251,"WE","4",0,3,NA,NA,0,0,0
"S001183",412399,"N00006460","David","Schweikert","AZ",NA,"R","schweikert david",0,0,1962,"M",0.561,0.251,"WE","51",0,4,12,0,0,1,0
"S001183",412399,"N00006460","David","Schweikert","AZ",NA,"R","schweikert david",0,0,1962,"M",0.561,0.251,"WE","52",0,4,8,5.4,0,1,1
"S001183",412399,"N00006460","David","Schweikert","AZ",NA,"R","schweikert david",0,0,1962,"M",0.561,0.251,"WE","6",0,5,23.988,2,1,1,1
"S001183",412399,"N00006460","David","Schweikert","AZ",NA,"R","schweikert david",0,0,1962,"M",0.561,0.251,"WE","7",0,6,5.633,0,1,1,0
"C001087",412400,"N00030770","Rick,Eric","Crawford","AR",1,"R","crawford rick",0,0,1966,"M",0.457,0.32,"SO","3",0,2,9.5,1,0,1,1
"C001087",412400,"N00030770","Rick,Eric","Crawford","AR",1,"R","crawford rick",0,0,1966,"M",0.457,0.32,"SO","4",0,3,2.5,0,0,1,0
"C001087",412400,"N00030770","Rick,Eric","Crawford","AR",1,"R","crawford rick",0,0,1966,"M",0.457,0.32,"SO","51",0,4,9.5,0,0,1,0
"C001087",412400,"N00030770","Rick,Eric","Crawford","AR",1,"R","crawford rick",0,0,1966,"M",0.457,0.32,"SO","52",0,4,7.5,0,0,1,0
"C001087",412400,"N00030770","Rick,Eric","Crawford","AR",1,"R","crawford rick",0,0,1966,"M",0.457,0.32,"SO","6",0,5,10,0,1,1,0
"C001087",412400,"N00030770","Rick,Eric","Crawford","AR",1,"R","crawford rick",0,0,1966,"M",0.457,0.32,"SO","7",0,6,6,0,1,1,0
"W000809",412402,"N00031857","Steve","Womack","AR",3,"R","womack steve",0,0,1957,"M",0.348,0.621,"SO","3",0,2,7,0,0,1,0
"W000809",412402,"N00031857","Steve","Womack","AR",3,"R","womack steve",0,0,1957,"M",0.348,0.621,"SO","4",0,3,11,0,0,1,0
"W000809",412402,"N00031857","Steve","Womack","AR",3,"R","womack steve",0,0,1957,"M",0.348,0.621,"SO","51",0,4,19.5,0,0,1,0
"W000809",412402,"N00031857","Steve","Womack","AR",3,"R","womack steve",0,0,1957,"M",0.348,0.621,"SO","52",0,4,19.5,0,0,1,0
"W000809",412402,"N00031857","Steve","Womack","AR",3,"R","womack steve",0,0,1957,"M",0.348,0.621,"SO","6",0,5,7,0,1,1,0
"W000809",412402,"N00031857","Steve","Womack","AR",3,"R","womack steve",0,0,1957,"M",0.348,0.621,"SO","7",0,6,8.5,0,1,1,0
"L000578",412510,"N00033987","Doug","LaMalfa","CA",1,"R","lamalfa doug",0,0,1960,"M",0.538,0.026,"WE","3",0,1,17.5,0,0,1,0
"L000578",412510,"N00033987","Doug","LaMalfa","CA",1,"R","lamalfa doug",0,0,1960,"M",0.538,0.026,"WE","4",0,2,13.4,0.501,0,1,1
"L000578",412510,"N00033987","Doug","LaMalfa","CA",1,"R","lamalfa doug",0,0,1960,"M",0.538,0.026,"WE","51",0,3,10.5,0.05,0,1,1
"L000578",412510,"N00033987","Doug","LaMalfa","CA",1,"R","lamalfa doug",0,0,1960,"M",0.538,0.026,"WE","52",0,3,14,0.05,0,1,1
"L000578",412510,"N00033987","Doug","LaMalfa","CA",1,"R","lamalfa doug",0,0,1960,"M",0.538,0.026,"WE","6",0,4,25.988,0.25,1,1,1
"L000578",412510,"N00033987","Doug","LaMalfa","CA",1,"R","lamalfa doug",0,0,1960,"M",0.538,0.026,"WE","7",0,5,3.133,0,1,1,0
"H001068",412511,"N00033030","Jared","Huffman","CA",2,"D","huffman jared",0,0,1964,"M",0.428,0.527,"WE","3",1,1,7.4,0,0,1,0
"H001068",412511,"N00033030","Jared","Huffman","CA",2,"D","huffman jared",0,0,1964,"M",0.428,0.527,"WE","4",1,2,13.32,0.2,0,1,1
"H001068",412511,"N00033030","Jared","Huffman","CA",2,"D","huffman jared",0,0,1964,"M",0.428,0.527,"WE","51",1,3,7.5,1.58,0,1,1
"H001068",412511,"N00033030","Jared","Huffman","CA",2,"D","huffman jared",0,0,1964,"M",0.428,0.527,"WE","52",1,3,9,1.58,0,1,1
"H001068",412511,"N00033030","Jared","Huffman","CA",2,"D","huffman jared",0,0,1964,"M",0.428,0.527,"WE","6",1,4,6.5,0,1,1,0
"H001068",412511,"N00033030","Jared","Huffman","CA",2,"D","huffman jared",0,0,1964,"M",0.428,0.527,"WE","7",1,5,3,0.25,1,1,1
"G000559",412382,"N00030856","John","Garamendi","CA",NA,"D","garamendi john",0,0,1945,"M",0.309,0.096,"WE","3",1,3,4.5,1.5,0,1,1
"G000559",412382,"N00030856","John","Garamendi","CA",NA,"D","garamendi john",0,0,1945,"M",0.309,0.096,"WE","4",1,4,3,0,0,1,0
"G000559",412382,"N00030856","John","Garamendi","CA",NA,"D","garamendi john",0,0,1945,"M",0.309,0.096,"WE","51",1,5,2,1,0,1,1
"G000559",412382,"N00030856","John","Garamendi","CA",NA,"D","garamendi john",0,0,1945,"M",0.309,0.096,"WE","52",1,5,2,1,0,1,1
"G000559",412382,"N00030856","John","Garamendi","CA",NA,"D","garamendi john",0,0,1945,"M",0.309,0.096,"WE","6",1,6,8,0,1,1,0
"G000559",412382,"N00030856","John","Garamendi","CA",NA,"D","garamendi john",0,0,1945,"M",0.309,0.096,"WE","7",1,7,2,0,1,1,0
"M001177",412295,"N00006863","Tom","McClintock","CA",NA,"R","mcclintock tom",0,0,1956,"M",0.682,0.401,"WE","3",0,3,11.45,0,0,1,0
"M001177",412295,"N00006863","Tom","McClintock","CA",NA,"R","mcclintock tom",0,0,1956,"M",0.682,0.401,"WE","4",0,4,4.925,0,0,1,0
"M001177",412295,"N00006863","Tom","McClintock","CA",NA,"R","mcclintock tom",0,0,1956,"M",0.682,0.401,"WE","51",0,5,11.405,0.3,0,1,1
"M001177",412295,"N00006863","Tom","McClintock","CA",NA,"R","mcclintock tom",0,0,1956,"M",0.682,0.401,"WE","52",0,5,12.26,0.75,0,1,1
"M001177",412295,"N00006863","Tom","McClintock","CA",NA,"R","mcclintock tom",0,0,1956,"M",0.682,0.401,"WE","6",0,6,13.688,0,1,1,0
"M001177",412295,"N00006863","Tom","McClintock","CA",NA,"R","mcclintock tom",0,0,1956,"M",0.682,0.401,"WE","7",0,7,4.333,0,1,1,0
"T000460",400403,"N00007419","Mike","Thompson","CA",NA,"D","thompson mike",0,0,1951,"M",0.393,0.068,"WE","3",1,8,27.385,1.5,0,1,1
"T000460",400403,"N00007419","Mike","Thompson","CA",NA,"D","thompson mike",0,0,1951,"M",0.393,0.068,"WE","4",1,9,10,0.5,0,1,1
"T000460",400403,"N00007419","Mike","Thompson","CA",NA,"D","thompson mike",0,0,1951,"M",0.393,0.068,"WE","51",1,10,14.5,5,0,1,1
"T000460",400403,"N00007419","Mike","Thompson","CA",NA,"D","thompson mike",0,0,1951,"M",0.393,0.068,"WE","52",1,10,30,0,0,1,0
"T000460",400403,"N00007419","Mike","Thompson","CA",NA,"D","thompson mike",0,0,1951,"M",0.393,0.068,"WE","6",1,11,26.33,0,1,1,0
"T000460",400403,"N00007419","Mike","Thompson","CA",NA,"D","thompson mike",0,0,1951,"M",0.393,0.068,"WE","7",1,12,47,0,1,1,0
"M001163",400663,"N00027459","Doris O.,Doris","Matsui","CA",NA,"D","matsui doris o,matsui doris",0,0,1944,"F",0.435,0.146,"WE","3",1,5,27.249,3.85,0,1,1
"M001163",400663,"N00027459","Doris O.,Doris","Matsui","CA",NA,"D","matsui doris o,matsui doris",0,0,1944,"F",0.435,0.146,"WE","4",1,6,4.7,5.4,0,1,1
"M001163",400663,"N00027459","Doris O.,Doris","Matsui","CA",NA,"D","matsui doris o,matsui doris",0,0,1944,"F",0.435,0.146,"WE","51",1,7,15.5,2.7,0,1,1
"M001163",400663,"N00027459","Doris O.,Doris","Matsui","CA",NA,"D","matsui doris o,matsui doris",0,0,1944,"F",0.435,0.146,"WE","52",1,7,18.5,5.4,0,1,1
"M001163",400663,"N00027459","Doris O.,Doris","Matsui","CA",NA,"D","matsui doris o,matsui doris",0,0,1944,"F",0.435,0.146,"WE","6",1,8,24.5,0,1,1,0
"M001163",400663,"N00027459","Doris O.,Doris","Matsui","CA",NA,"D","matsui doris o,matsui doris",0,0,1944,"F",0.435,0.146,"WE","7",1,9,5,0,1,1,0
"B001287",412512,"N00030717","Ami","Bera","CA",NA,"D","bera ami",0,0,1965,"M",0.241,0.013,"WE","3",1,1,2.75,0.25,0,1,1
"B001287",412512,"N00030717","Ami","Bera","CA",NA,"D","bera ami",0,0,1965,"M",0.241,0.013,"WE","4",1,2,2.55,5.4,0,1,1
"B001287",412512,"N00030717","Ami","Bera","CA",NA,"D","bera ami",0,0,1965,"M",0.241,0.013,"WE","51",1,3,2.65,2.47,0,1,1
"B001287",412512,"N00030717","Ami","Bera","CA",NA,"D","bera ami",0,0,1965,"M",0.241,0.013,"WE","52",1,3,2.2,3.23,0,1,1
"B001287",412512,"N00030717","Ami","Bera","CA",NA,"D","bera ami",0,0,1965,"M",0.241,0.013,"WE","6",1,4,2.25,0,1,1,0
"B001287",412512,"N00030717","Ami","Bera","CA",NA,"D","bera ami",0,0,1965,"M",0.241,0.013,"WE","7",1,5,1,0,1,1,0
"M001166",412189,"N00026926","Jerry","McNerney","CA",9,"D","mcnerney jerry",0,0,1951,"M",0.263,0.159,"WE","3",1,4,20.049,7.5,0,1,1
"M001166",412189,"N00026926","Jerry","McNerney","CA",9,"D","mcnerney jerry",0,0,1951,"M",0.263,0.159,"WE","4",1,5,17.35,1.35,0,1,1
"M001166",412189,"N00026926","Jerry","McNerney","CA",9,"D","mcnerney jerry",0,0,1951,"M",0.263,0.159,"WE","51",1,6,27.325,1.1,0,1,1
"M001166",412189,"N00026926","Jerry","McNerney","CA",9,"D","mcnerney jerry",0,0,1951,"M",0.263,0.159,"WE","52",1,6,28.5,5.3,0,1,1
"M001166",412189,"N00026926","Jerry","McNerney","CA",9,"D","mcnerney jerry",0,0,1951,"M",0.263,0.159,"WE","6",1,7,27.65,0,1,1,0
"M001166",412189,"N00026926","Jerry","McNerney","CA",9,"D","mcnerney jerry",0,0,1951,"M",0.263,0.159,"WE","7",1,8,13,3.4,1,1,1
"P000197",400314,"N00007360","Nancy","Pelosi","CA",NA,"D","pelosi nancy",0,0,1940,"F",0.49,0.197,"WE","3",1,14,1,0,0,1,0
"P000197",400314,"N00007360","Nancy","Pelosi","CA",NA,"D","pelosi nancy",0,0,1940,"F",0.49,0.197,"WE","4",1,15,5.8,0.2,0,1,1
"P000197",400314,"N00007360","Nancy","Pelosi","CA",NA,"D","pelosi nancy",0,0,1940,"F",0.49,0.197,"WE","51",1,16,10.72,0.125,0,1,1
"P000197",400314,"N00007360","Nancy","Pelosi","CA",NA,"D","pelosi nancy",0,0,1940,"F",0.49,0.197,"WE","52",1,16,10.665,3.89,0,1,1
"P000197",400314,"N00007360","Nancy","Pelosi","CA",NA,"D","pelosi nancy",0,0,1940,"F",0.49,0.197,"WE","6",NA,17,27.36,0,1,1,0
"P000197",400314,"N00007360","Nancy","Pelosi","CA",NA,"D","pelosi nancy",0,0,1940,"F",0.49,0.197,"WE","7",NA,18,28.93,3.978,1,1,1
"L000551",400237,"N00008046","Barbara J.,Barbara","Lee","CA",NA,"D","lee barbara j,lee barbara",0,0,1946,"F",0.677,0.569,"WE","3",1,9,7.1,0,0,1,0
"L000551",400237,"N00008046","Barbara J.,Barbara","Lee","CA",NA,"D","lee barbara j,lee barbara",0,0,1946,"F",0.677,0.569,"WE","4",1,10,2.9,0,0,1,0
"L000551",400237,"N00008046","Barbara J.,Barbara","Lee","CA",NA,"D","lee barbara j,lee barbara",0,0,1946,"F",0.677,0.569,"WE","51",1,11,4.7,0.5,0,1,1
"L000551",400237,"N00008046","Barbara J.,Barbara","Lee","CA",NA,"D","lee barbara j,lee barbara",0,0,1946,"F",0.677,0.569,"WE","52",1,11,5.7,0.25,0,1,1
"L000551",400237,"N00008046","Barbara J.,Barbara","Lee","CA",NA,"D","lee barbara j,lee barbara",0,0,1946,"F",0.677,0.569,"WE","6",1,12,0.65,0,1,1,0
"L000551",400237,"N00008046","Barbara J.,Barbara","Lee","CA",NA,"D","lee barbara j,lee barbara",0,0,1946,"F",0.677,0.569,"WE","7",1,13,0,0,1,0,0
"S001175",412259,"N00029649","Jackie","Speier","CA",14,"D","speier jackie",0,0,1950,"F",0.381,0.41,"WE","3",1,4,0.25,0,0,1,0
"S001175",412259,"N00029649","Jackie","Speier","CA",14,"D","speier jackie",0,0,1950,"F",0.381,0.41,"WE","4",1,5,0,0,0,0,0
"S001175",412259,"N00029649","Jackie","Speier","CA",14,"D","speier jackie",0,0,1950,"F",0.381,0.41,"WE","51",1,6,1.5,0,0,1,0
"S001175",412259,"N00029649","Jackie","Speier","CA",14,"D","speier jackie",0,0,1950,"F",0.381,0.41,"WE","52",NA,6,1.5,0,0,1,0
"S001175",412259,"N00029649","Jackie","Speier","CA",14,"D","speier jackie",0,0,1950,"F",0.381,0.41,"WE","6",1,7,0,0,1,0,0
"S001175",412259,"N00029649","Jackie","Speier","CA",14,"D","speier jackie",0,0,1950,"F",0.381,0.41,"WE","7",1,8,0,0,1,0,0
"S001193",412514,"N00033508","Eric","Swalwell","CA",NA,"D","swalwell eric",0,0,1980,"M",0.362,0.077,"WE","3",1,1,16.1,4.35,0,1,1
"S001193",412514,"N00033508","Eric","Swalwell","CA",NA,"D","swalwell eric",0,0,1980,"M",0.362,0.077,"WE","4",1,2,18.6,0.8,0,1,1
"S001193",412514,"N00033508","Eric","Swalwell","CA",NA,"D","swalwell eric",0,0,1980,"M",0.362,0.077,"WE","51",1,3,19.9,1.85,0,1,1
"S001193",412514,"N00033508","Eric","Swalwell","CA",NA,"D","swalwell eric",0,0,1980,"M",0.362,0.077,"WE","52",1,3,27.425,0.4,0,1,1
"S001193",412514,"N00033508","Eric","Swalwell","CA",NA,"D","swalwell eric",0,0,1980,"M",0.362,0.077,"WE","6",NA,4,25.11,0,1,1,0
"S001193",412514,"N00033508","Eric","Swalwell","CA",NA,"D","swalwell eric",0,0,1980,"M",0.362,0.077,"WE","7",1,5,7.47,0,1,1,0
"C001059",400618,"N00026341","Jim","Costa","CA",NA,"D","costa jim",3,1,1952,"M",0.196,0.458,"WE","3",0,5,24.114,0,0,1,0
"C001059",400618,"N00026341","Jim","Costa","CA",NA,"D","costa jim",3,1,1952,"M",0.196,0.458,"WE","4",1,6,58,2,0,1,1
"C001059",400618,"N00026341","Jim","Costa","CA",NA,"D","costa jim",3,1,1952,"M",0.196,0.458,"WE","51",NA,7,36.75,0,0,1,0
"C001059",400618,"N00026341","Jim","Costa","CA",NA,"D","costa jim",3,1,1952,"M",0.196,0.458,"WE","52",1,7,59.75,0,0,1,0
"C001059",400618,"N00026341","Jim","Costa","CA",NA,"D","costa jim",3,1,1952,"M",0.196,0.458,"WE","6",0,8,27.5,0,1,1,0
"C001059",400618,"N00026341","Jim","Costa","CA",NA,"D","costa jim",3,1,1952,"M",0.196,0.458,"WE","7",1,9,48,0,1,1,0
"E000215",400124,"N00007335","Anna G.,Anna","Eshoo","CA",NA,"D","eshoo anna g,eshoo anna",0,0,1942,"F",0.38,0.397,"WE","3",1,11,3.5,0,0,1,0
"E000215",400124,"N00007335","Anna G.,Anna","Eshoo","CA",NA,"D","eshoo anna g,eshoo anna",0,0,1942,"F",0.38,0.397,"WE","4",NA,12,2.15,0,0,1,0
"E000215",400124,"N00007335","Anna G.,Anna","Eshoo","CA",NA,"D","eshoo anna g,eshoo anna",0,0,1942,"F",0.38,0.397,"WE","51",1,13,2,8.4,0,1,1
"E000215",400124,"N00007335","Anna G.,Anna","Eshoo","CA",NA,"D","eshoo anna g,eshoo anna",0,0,1942,"F",0.38,0.397,"WE","52",1,13,1,8.4,0,1,1
"E000215",400124,"N00007335","Anna G.,Anna","Eshoo","CA",NA,"D","eshoo anna g,eshoo anna",0,0,1942,"F",0.38,0.397,"WE","6",1,14,9.8,0,1,1,0
"E000215",400124,"N00007335","Anna G.,Anna","Eshoo","CA",NA,"D","eshoo anna g,eshoo anna",0,0,1942,"F",0.38,0.397,"WE","7",1,15,NA,NA,1,0,0
"L000397",400245,"N00007479","Zoe","Lofgren","CA",NA,"D","lofgren zoe",0,0,1947,"F",0.399,0.419,"WE","3",1,10,2,10.4,0,1,1
"L000397",400245,"N00007479","Zoe","Lofgren","CA",NA,"D","lofgren zoe",0,0,1947,"F",0.399,0.419,"WE","4",1,11,7.5,0,0,1,0
"L000397",400245,"N00007479","Zoe","Lofgren","CA",NA,"D","lofgren zoe",0,0,1947,"F",0.399,0.419,"WE","51",1,12,0,10.9,0,0,1
"L000397",400245,"N00007479","Zoe","Lofgren","CA",NA,"D","lofgren zoe",0,0,1947,"F",0.399,0.419,"WE","52",1,12,3,0.15,0,1,1
"L000397",400245,"N00007479","Zoe","Lofgren","CA",NA,"D","lofgren zoe",0,0,1947,"F",0.399,0.419,"WE","6",1,13,3,0.7,1,1,1
"L000397",400245,"N00007479","Zoe","Lofgren","CA",NA,"D","lofgren zoe",0,0,1947,"F",0.399,0.419,"WE","7",1,14,12.5,1.075,1,1,1
"N000181",400297,"N00007248","Devin G.,Devin","Nunes","CA",22,"R","nunes devin g,nunes devin",0,0,1973,"M",0.45,0.223,"WE","3",0,6,43.5,1,0,1,1
"N000181",400297,"N00007248","Devin G.,Devin","Nunes","CA",22,"R","nunes devin g,nunes devin",0,0,1973,"M",0.45,0.223,"WE","4",0,7,56.5,0.25,0,1,1
"N000181",400297,"N00007248","Devin G.,Devin","Nunes","CA",22,"R","nunes devin g,nunes devin",0,0,1973,"M",0.45,0.223,"WE","51",0,8,76.6,1.05,0,1,1
"N000181",400297,"N00007248","Devin G.,Devin","Nunes","CA",22,"R","nunes devin g,nunes devin",0,0,1973,"M",0.45,0.223,"WE","52",0,8,97.275,3.95,0,1,1
"N000181",400297,"N00007248","Devin G.,Devin","Nunes","CA",22,"R","nunes devin g,nunes devin",0,0,1973,"M",0.45,0.223,"WE","6",0,9,60.257,1.5,1,1,1
"N000181",400297,"N00007248","Devin G.,Devin","Nunes","CA",22,"R","nunes devin g,nunes devin",0,0,1973,"M",0.45,0.223,"WE","7",0,10,10.287,0.5,1,1,1
"M001165",412190,"N00028152","Kevin","McCarthy","CA",NA,"R","mccarthy kevin",0,0,1965,"M",0.453,0.233,"WE","3",0,4,172.66,3.5,0,1,1
"M001165",412190,"N00028152","Kevin","McCarthy","CA",NA,"R","mccarthy kevin",0,0,1965,"M",0.453,0.233,"WE","4",0,5,202.75,7.9,0,1,1
"M001165",412190,"N00028152","Kevin","McCarthy","CA",NA,"R","mccarthy kevin",0,0,1965,"M",0.453,0.233,"WE","51",0,6,248.45,2.8,0,1,1
"M001165",412190,"N00028152","Kevin","McCarthy","CA",NA,"R","mccarthy kevin",0,0,1965,"M",0.453,0.233,"WE","52",0,6,311.85,5.55,0,1,1
"M001165",412190,"N00028152","Kevin","McCarthy","CA",NA,"R","mccarthy kevin",0,0,1965,"M",0.453,0.233,"WE","6",0,7,380.725,5.6,1,1,1
