congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
115,House,21563,42,4,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967,,0.55,0.305,-63.7698,0.93541,955,21,,0.59,0.174
115,House,15448,71,12,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.49,-0.197,-62.73325,0.92925,855,40,,-0.438,-0.197
115,House,15621,71,48,CA,200,,,"ROHRABACHER, Dana",R000409,1947,,0.626,-0.417,-191.72548,0.8128,925,77,,0.609,-0.549
115,House,20104,71,28,CA,100,,,"SCHIFF, Adam",S001150,1960,,-0.35,-0.133,-75.89206,0.92345,953,32,,-0.395,-0.075
115,House,20107,71,49,CA,200,,,"ISSA, Darrell",I000056,1953,,0.484,-0.001,-97.07517,0.8985,907,36,,0.449,-0.096
115,House,20108,71,53,CA,100,,,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.103,-78.14213,0.91924,928,33,,-0.324,-0.287
115,House,20307,71,22,CA,200,,,"NUNES, Devin",N000181,1973,,0.45,0.223,-68.05617,0.93051,945,24,,0.374,0.492
115,House,20310,71,38,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969,,-0.508,-0.135,-59.05474,0.9386,932,22,,-0.539,0.104
115,House,20501,71,16,CA,100,,,"COSTA, Jim",C001059,1952,,-0.196,0.458,-224.08059,0.76063,819,102,,-0.2,0.483
115,House,20538,71,6,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.435,-0.146,-83.42704,0.91524,942,47,,-0.403,-0.131
115,House,20702,71,9,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.263,-0.159,-110.54488,0.88815,932,38,,-0.303,-0.272
115,House,20703,71,23,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.453,0.233,-62.89983,0.93561,945,17,,0.464,0.25
115,House,20762,71,14,CA,100,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.381,-0.41,-81.86436,0.90488,819,29,,-0.358,-0.539
115,House,20903,71,4,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.682,-0.401,-139.69801,0.86365,953,49,,0.919,-0.395
115,House,20955,71,27,CA,100,,,"CHU, Judy",C001080,1953,,-0.489,-0.379,-58.69604,0.93928,937,22,,-0.452,-0.719
115,House,20958,71,3,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.309,-0.096,-123.24869,0.875,923,49,,-0.291,-0.111
115,House,20963,71,50,CA,200,,,"HUNTER, Duncan Duane",H001048,1976,,0.539,0.085,-119.65714,0.88024,938,47,,0.527,-0.124
115,House,21109,71,10,CA,200,,,"DENHAM, Jeff",D000612,1967,,0.306,0.212,-102.31873,0.89464,919,65,,0.238,0.535
115,House,21110,71,37,CA,100,,,"BASS, Karen",B001270,1953,,-0.584,-0.098,-55.41944,0.93897,880,15,,-0.689,0.063
115,House,21302,71,1,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.538,0.026,-87.53681,0.91044,933,29,,0.519,0.098
115,House,21303,71,2,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.428,-0.527,-83.34317,0.91193,904,36,,-0.431,-0.72
115,House,21304,71,7,CA,100,,,"BERA, Ami",B001287,1965,,-0.241,0.013,-138.98897,0.86482,957,68,,-0.259,0.187
115,House,21305,71,8,CA,200,,,"COOK, Paul",C001094,1943,,0.372,0.208,-90.77356,0.90951,957,32,,0.348,0.155
115,House,21306,71,15,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.362,-0.077,-108.18502,0.88906,920,46,,-0.355,-0.21
115,House,21307,71,21,CA,200,,,"VALADAO, David G.",V000129,1977,,0.26,0.424,-79.2716,0.91962,946,55,,0.248,0.687
115,House,21308,71,26,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.294,0.051,-95.57973,0.90351,942,49,,-0.317,0.108
115,House,21309,71,29,CA,100,,,"CÁRDENAS, Tony",C001097,1963,,-0.395,-0.003,-98.74631,0.89609,900,35,,-0.427,0.19
115,House,21311,71,36,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.252,0.049,-129.50487,0.87319,955,59,,-0.267,0.117
115,House,21312,71,41,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.465,-0.293,-66.84248,0.93101,935,27,,-0.482,-0.59
115,House,21313,71,47,CA,100,,,"LOWENTHAL, Alan",L000579,1941,,-0.449,-0.384,-69.32004,0.9265,908,35,,-0.478,-0.358
115,House,21314,71,51,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.404,0.048,-88.31815,0.90968,933,30,,-0.458,0.151
115,House,21315,71,52,CA,100,,,"PETERS, Scott",P000608,1958,,-0.188,-0.032,-197.84958,0.81038,941,99,,-0.179,0.004
115,House,21504,71,11,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.523,-0.372,-67.33904,0.93136,947,33,,-0.565,-0.469
115,House,21505,71,25,CA,200,,,"KNIGHT, Steve",K000387,1966,,0.397,0.188,-100.68598,0.89883,944,63,,0.311,0.359
115,House,21506,71,31,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.31,0.141,-105.98584,0.89401,946,47,,-0.308,0.115
115,House,21507,71,33,CA,100,,,"LIEU, Ted",L000582,1969,,-0.374,-0.229,-114.58311,0.8766,870,63,,-0.417,0.101
115,House,21508,71,35,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.363,0.046,-90.52722,0.90809,939,42,,-0.351,0.027
115,House,21509,71,45,CA,200,,,"WALTERS, Mimi",W000820,1962,,0.433,0.177,-64.84547,0.93144,913,20,,0.522,0.131
115,House,21703,71,44,CA,100,,,"BARRAGÁN, Nanette Diaz",B001300,1976,,-0.506,-0.105,-85.74915,0.91246,936,27,,-0.508,0.144
115,House,21709,71,24,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.31,0.101,-123.92934,0.87574,934,48,,-0.297,0.187
115,House,21711,71,46,CA,100,,,"CORREA, Jose Luis",C001110,1958,,-0.29,0.234,-200.6277,0.81052,955,97,,-0.275,0.357
115,House,21728,71,17,CA,100,,,"KHANNA, Rohit",K000389,1976,,-0.504,-0.255,-77.00977,0.92198,948,38,,-0.613,-0.144
115,House,21740,71,20,CA,100,,,"PANETTA, James Varni",P000613,1969,,-0.288,0.126,-139.46248,0.86426,956,65,,-0.307,-0.032
115,House,21754,71,34,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.542,-0.302,-56.60784,0.91733,656,28,,-0.611,0.005
115,House,29106,71,43,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.656,-0.079,-99.37755,0.89782,922,45,,-0.529,-0.209
115,House,29312,71,18,CA,100,,,"ESHOO, Anna Georges",E000215,1942,,-0.38,-0.397,-79.69606,0.91553,903,21,,-0.33,-0.545
115,House,29316,71,34,CA,100,,,"BECERRA, Xavier",B000287,1958,,-0.512,-0.283,-0.00649,0.99964,18,0,,-0.761,0.197
115,House,29317,71,40,CA,100,,,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.469,-0.171,-67.84302,0.93008,936,31,,-0.452,-0.007
115,House,29321,71,39,CA,200,,,"ROYCE, Edward Randall",R000487,1951,,0.657,-0.353,-134.2203,0.86694,940,41,,0.477,-0.171
115,House,29323,71,42,CA,200,,,"CALVERT, Ken",C000059,1953,,0.341,0.263,-69.42903,0.92938,948,14,,0.386,0.336
115,House,29504,71,19,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.399,-0.419,-99.62099,0.898,926,54,,-0.428,-0.281
115,House,29707,71,30,CA,100,,,"SHERMAN, Brad",S000344,1954,,-0.343,-0.141,-110.5512,0.88971,946,48,,-0.314,-0.241
115,House,29778,71,13,CA,100,,,"LEE, Barbara",L000551,1946,,-0.677,-0.569,-68.35178,0.92979,939,44,,-0.738,-0.084
115,House,29901,71,5,CA,100,,,"THOMPSON, Michael",T000460,1951,,-0.393,0.068,-103.74113,0.89551,940,42,,-0.383,-0.057
115,House,29903,71,32,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936,,-0.449,-0.245,-65.19916,0.92001,782,28,,-0.457,-0.422
115,House,20704,62,5,CO,200,,,"LAMBORN, Doug",L000564,1954,,0.667,0.232,-72.2387,0.92663,948,23,,0.641,0.02
115,House,20705,62,7,CO,100,,,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.072,-122.48217,0.87522,919,69,,-0.248,-0.201
115,House,20904,62,2,CO,100,,,"POLIS, Jared",P000598,1975,,-0.278,-0.692,-126.08869,0.86199,849,46,,-0.27,-0.788
115,House,20906,62,6,CO,200,,,"COFFMAN, Mike",C001077,1955,,0.492,-0.213,-156.11568,0.8489,953,88,,0.424,-0.169
115,House,21111,62,3,CO,200,,,"TIPTON, Scott",T000470,1956,,0.451,-0.023,-124.73455,0.87622,944,75,,0.404,0.071
115,House,21510,62,4,CO,200,,,"BUCK, Kenneth Robert",B001297,1959,,0.656,-0.431,-158.97884,0.84302,931,86,,1.0,-0.03
115,House,29710,62,1,CO,100,,,"DeGETTE, Diana",D000197,1957,,-0.431,-0.303,-80.2683,0.91404,893,30,,-0.379,-0.399
115,House,20706,1,2,CT,100,,,"COURTNEY, Joe",C001069,1953,,-0.34,0.03,-97.42101,0.90204,945,49,,-0.342,-0.049
115,House,20907,1,4,CT,100,,,"HIMES, James A.",H001047,1966,,-0.24,-0.226,-114.24293,0.88602,944,49,,-0.242,-0.162
115,House,21316,1,5,CT,100,,,"ESTY, Elizabeth",E000293,1959,,-0.315,-0.078,-85.80393,0.91398,954,48,,-0.341,0.067
115,House,29109,1,3,CT,100,,,"DeLAURO, Rosa L.",D000216,1943,,-0.414,-0.116,-73.20903,0.92095,889,39,,-0.365,-0.245
115,House,29908,1,1,CT,100,,,"LARSON, John B.",L000557,1948,,-0.396,-0.047,-102.9042,0.89286,908,42,,-0.354,0.003
115,House,21706,11,1,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962,,-0.347,-0.153,-80.42114,0.9185,946,31,,-0.324,-0.093
115,House,15634,43,27,FL,200,,,"ROS-LEHTINEN, Ileana",R000435,1952,,0.244,-0.225,-208.93536,0.77531,821,111,,0.213,-0.19
115,House,20316,43,25,FL,200,,,"DIAZ-BALART, Mario",D000600,1961,,0.284,0.141,-99.18971,0.89283,875,49,,0.236,0.318
115,House,20504,43,23,FL,100,,,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.416,0.088,-91.13504,0.90319,895,61,,-0.366,-0.193
115,House,20708,43,14,FL,100,,,"CASTOR, Kathy",C001066,1966,,-0.437,0.06,-85.00613,0.91256,929,29,,-0.466,0.211
115,House,20709,43,16,FL,200,,,"BUCHANAN, Vernon G.",B001260,1951,,0.362,-0.095,-106.71122,0.889,907,40,,0.349,-0.056
115,House,20758,43,12,FL,200,,,"BILIRAKIS, Gus",B001257,1963,,0.419,-0.017,-74.82932,0.92156,916,26,,0.503,0.015
115,House,20909,43,8,FL,200,,,"POSEY, Bill",P000599,1947,,0.531,-0.351,-114.75351,0.87508,860,38,,0.57,-0.34
115,House,20910,43,17,FL,200,,,"ROONEY, Thomas J.",R000583,1970,,0.458,0.013,-107.57895,0.87939,837,33,,0.366,0.122
115,House,20959,43,22,FL,100,,,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.401,-0.078,-89.51793,0.90462,893,50,,-0.331,-0.279
115,House,21116,43,11,FL,200,,,"WEBSTER, Daniel A.",W000806,1949,,0.525,-0.094,-73.81412,0.91866,870,23,,0.611,-0.13
115,House,21117,43,15,FL,200,,,"ROSS, Dennis",R000593,1959,,0.531,0.099,-52.02692,0.93994,840,13,,0.472,0.334
115,House,21118,43,24,FL,100,,,"WILSON, Frederica",W000808,1942,,-0.477,-0.012,-66.28774,0.92333,831,28,,-0.486,-0.031
115,House,21317,43,3,FL,200,,,"YOHO, Ted",Y000065,1955,,0.704,-0.365,-111.86468,0.88598,924,56,,0.726,-0.154
115,House,21318,43,6,FL,200,,,"DeSANTIS, Ron",D000621,1978,,0.663,-0.105,-69.4445,0.9187,819,52,,0.687,0.031
115,House,21321,43,21,FL,100,,,"FRANKEL, Lois",F000462,1948,,-0.397,-0.054,-86.40417,0.90738,889,48,,-0.362,-0.256
115,House,21512,43,26,FL,200,,,"CURBELO, Carlos",C001107,1980,,0.211,-0.185,-191.67738,0.80566,887,96,,0.24,-0.191
115,House,21712,43,13,FL,100,,,"CRIST, Charlie Joseph Jr.",C001111,1956,,-0.227,0.079,-160.79946,0.83819,911,80,,-0.21,-0.022
115,House,21713,43,10,FL,100,,,"DEMINGS, Valdez Butler",D000627,1957,,-0.322,-0.006,-92.20266,0.90723,947,51,,-0.346,-0.227
115,House,21714,43,2,FL,200,,,"DUNN, Neal Patrick",D000628,1953,,0.503,0.371,-68.29371,0.92992,940,16,,0.501,0.273
115,House,21719,43,1,FL,200,,,"GAETZ, Matthew L. II",G000578,1982,,0.598,-0.646,-212.83427,0.79206,913,103,,0.913,-0.408
115,House,21732,43,5,FL,100,,,"LAWSON, Alfred Jr.",L000586,1948,,-0.26,0.076,-129.66628,0.864,887,56,,-0.254,0.082
115,House,21735,43,18,FL,200,,,"MAST, Brian Jeffery",M001199,1980,,0.462,-0.359,-200.59208,0.81037,954,114,,0.333,-0.137
115,House,21738,43,7,FL,100,,,"MURPHY, Stephanie",M001202,1978,,-0.161,0.123,-187.91074,0.81881,940,82,,-0.152,0.017
115,House,21742,43,19,FL,200,,,"ROONEY, Francis",R000607,1953,,0.501,-0.494,-101.95644,0.88989,874,24,,0.566,-0.3
115,House,21744,43,4,FL,200,,,"RUTHERFORD, John Henry",R000609,1952,,0.426,0.068,-74.01365,0.92072,896,30,,0.346,0.548
115,House,21746,43,9,FL,100,,,"SOTO, Darren Michael",S001200,1978,,-0.361,0.167,-86.51255,0.91357,957,32,,-0.382,0.161
115,House,29337,43,20,FL,100,,,"HASTINGS, Alcee Lamar",H000324,1936,2021.0,-0.564,0.157,-87.89322,0.90841,915,27,,-0.545,0.284
115,House,15431,44,5,GA,100,,,"LEWIS, John R.",L000287,1940,2020.0,-0.589,-0.221,-43.27693,0.95331,905,11,,-0.68,-0.013
115,House,20321,44,13,GA,100,,,"SCOTT, David",S001157,1945,,-0.304,0.168,-129.15485,0.86714,906,78,,-0.269,0.001
115,House,20505,44,6,GA,200,,,"PRICE, Tom",P000591,1954,,0.644,-0.073,-0.02153,0.98929,2,0,,0.236,0.941
115,House,20712,44,4,GA,100,,,"JOHNSON, Hank",J000288,1954,,-0.473,-0.025,-114.98477,0.88239,919,71,,-0.488,-0.328
115,House,20962,44,14,GA,200,,,"GRAVES, Tom",G000560,1970,,0.716,-0.002,-96.95775,0.90336,954,68,,0.625,0.268
115,House,21122,44,7,GA,200,,,"WOODALL, Rob",W000810,1970,,0.593,-0.173,-110.57705,0.88968,946,69,,0.564,0.053
115,House,21123,44,8,GA,200,,,"SCOTT, Austin",S001189,1969,,0.535,0.354,-96.99778,0.90284,949,28,,0.488,0.078
115,House,21323,44,9,GA,200,,,"COLLINS, Doug",C001093,1966,,0.61,0.134,-80.31171,0.91727,930,39,,0.516,0.242
115,House,21513,44,1,GA,200,,,"CARTER, Buddy",C001103,1957,,0.562,0.317,-74.31193,0.92368,936,52,,0.614,0.465
115,House,21514,44,10,GA,200,,,"HICE, Jody Brownlow",H001071,1960,,0.797,-0.242,-98.79957,0.90093,947,67,,0.857,-0.114
115,House,21515,44,11,GA,200,,,"LOUDERMILK, Barry D.",L000583,1963,,0.682,-0.003,-67.95909,0.92648,890,25,,0.67,-0.076
115,House,21516,44,12,GA,200,,,"ALLEN, Rick W.",A000372,1951,,0.692,0.291,-60.41668,0.93826,948,20,,0.595,0.111
115,House,21717,44,3,GA,200,,,"FERGUSON, Anderson Drew IV",F000465,1966,,0.597,0.22,-68.54539,0.93074,955,16,,0.522,0.136
115,House,21752,44,6,GA,200,,,"HANDEL, Karen",H001078,1962,,0.493,0.305,-54.38725,0.9242,690,19,,0.494,0.303
115,House,29339,44,2,GA,100,,,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.285,0.454,-170.27441,0.83253,929,79,,-0.342,0.5
115,House,21124,82,1,HI,100,,,"HANABUSA, Colleen",H001050,1951,,-0.37,0.004,-84.1993,0.90462,840,42,,-0.359,0.023
115,House,21324,82,2,HI,100,,,"GABBARD, Tulsi",G000571,1981,,-0.274,-0.282,-125.35341,0.87105,908,50,,-0.295,-0.544
115,House,21125,63,1,ID,200,,,"LABRADOR, Raúl R.",L000573,1967,,0.735,-0.571,-121.02518,0.86247,818,46,,1.0,-0.03
115,House,29910,63,2,ID,200,,,"SIMPSON, Michael K.",S001148,1950,,0.297,0.307,-67.66068,0.92887,917,21,,0.271,0.395
115,House,20508,21,3,IL,100,,,"LIPINSKI, Daniel",L000563,1966,,-0.227,0.176,-164.8294,0.83694,926,72,,-0.194,-0.022
115,House,20715,21,6,IL,200,,,"ROSKAM, Peter",R000580,1961,,0.429,0.018,-129.50472,0.86653,904,65,,0.303,0.112
115,House,20749,21,11,IL,100,,,"FOSTER, Bill",F000454,1955,,-0.233,-0.215,-101.46085,0.89809,944,39,,-0.283,-0.255
115,House,20954,21,5,IL,100,,,"QUIGLEY, Mike",Q000023,1958,,-0.324,-0.259,-70.90469,0.92613,924,29,,-0.351,-0.131
115,House,21128,21,16,IL,200,,,"KINZINGER, Adam",K000378,1978,,0.234,0.382,-100.13109,0.89916,942,65,,0.25,0.555
115,House,21129,21,14,IL,200,,,"HULTGREN, Randy",H001059,1966,,0.49,-0.034,-87.46054,0.91024,930,27,,0.45,-0.0
115,House,21326,21,10,IL,100,,,"SCHNEIDER, Brad",S001190,1961,,-0.187,-0.14,-176.52882,0.8301,948,78,,-0.14,-0.209
115,House,21328,21,13,IL,200,,,"DAVIS, Rodney",D000619,1970,,0.279,0.17,-95.53569,0.90116,918,45,,0.27,0.289
115,House,21329,21,17,IL,100,,,"BUSTOS, Cheri",B001286,1961,,-0.239,0.054,-116.56798,0.88498,954,54,,-0.234,-0.11
115,House,21371,21,2,IL,100,,,"KELLY, Robin L.",K000385,1956,,-0.467,-0.023,-63.22165,0.93442,932,28,,-0.505,0.028
115,House,21519,21,12,IL,200,,,"BOST, Mike",B001295,1960,,0.384,0.031,-114.43011,0.88674,952,68,,0.239,0.701
115,House,21562,21,18,IL,200,,,"LaHOOD, Darin",L000585,1968,,0.458,0.217,-98.15786,0.90203,952,66,,0.47,0.118
115,House,21730,21,8,IL,100,,,"KRISHNAMOORTHI, S. Raja",K000391,1973,,-0.328,-0.03,-80.15964,0.91957,956,40,,-0.313,-0.182
115,House,29346,21,1,IL,100,,,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.203,-93.21808,0.88385,755,40,,-0.484,-0.066
115,House,29348,21,4,IL,100,,,"GUTIÉRREZ, Luis V.",G000535,1953,,-0.487,-0.26,-86.59678,0.90104,831,42,,-0.572,-0.124
115,House,29717,21,7,IL,100,,,"DAVIS, Danny K.",D000096,1941,,-0.486,-0.26,-59.337,0.9331,857,29,,-0.434,-0.481
115,House,29718,21,15,IL,200,,,"SHIMKUS, John M.",S000364,1958,,0.375,0.154,-83.24505,0.91627,952,25,,0.327,0.259
115,House,29911,21,9,IL,100,,,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.603,-0.276,-51.52564,0.94715,949,14,,-0.714,-0.107
115,House,15124,22,1,IN,100,,,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.244,-100.61223,0.89704,926,33,,-0.399,0.097
115,House,20757,22,7,IN,100,,,"CARSON, André",C001072,1974,,-0.43,0.04,-111.38506,0.88724,931,51,,-0.437,-0.05
115,House,21131,22,4,IN,200,,,"ROKITA, Todd",R000592,1970,,0.602,-0.16,-107.54672,0.89024,925,58,,0.694,-0.11
115,House,21132,22,8,IN,200,,,"BUCSHON, Larry",B001275,1962,,0.383,0.373,-85.56594,0.91387,950,40,,0.363,0.212
115,House,21330,22,2,IN,200,,,"WALORSKI, Jackie",W000813,1963,2022.0,0.436,0.315,-69.97306,0.92906,951,23,,0.484,0.212
115,House,21331,22,5,IN,200,,,"BROOKS, Susan",B001284,1960,,0.352,0.217,-78.68186,0.92051,950,23,,0.373,0.156
115,House,21332,22,6,IN,200,,,"MESSER, Luke",M001189,1969,,0.563,-0.086,-74.26984,0.9202,893,24,,0.589,-0.109
115,House,21702,22,3,IN,200,,,"BANKS, James E.",B001299,1979,,0.651,0.058,-67.78844,0.93141,954,22,,0.653,-0.052
115,House,21725,22,9,IN,200,,,"HOLLINGSWORTH, Joseph Albert III",H001074,1983,,0.417,-0.243,-127.09691,0.87214,929,44,,0.467,-0.175
115,House,20325,31,4,IA,200,,,"KING, Steve",K000362,1949,,0.613,0.171,-155.87593,0.84764,943,40,,0.54,-0.196
115,House,20720,31,2,IA,100,,,"LOEBSACK, Dave",L000565,1952,,-0.276,-0.027,-118.96774,0.88136,942,72,,-0.263,0.095
115,House,21520,31,1,IA,200,,,"BLUM, Rod",B001294,1955,,0.527,-0.488,-262.21396,0.75107,916,105,,0.538,-0.554
115,House,21521,31,3,IA,200,,,"YOUNG, David",Y000066,1968,,0.442,-0.038,-113.41718,0.88835,958,35,,0.439,-0.117
115,House,20915,32,2,KS,200,,,"JENKINS, Lynn",J000290,1963,,0.523,0.004,-92.63139,0.90209,899,61,,0.5,0.31
115,House,21135,32,3,KS,200,,,"YODER, Kevin",Y000063,1976,,0.558,0.03,-107.36017,0.89239,943,67,,0.487,0.234
115,House,21136,32,4,KS,200,,,"POMPEO, Mike",P000602,1963,,0.66,0.164,-5e-05,0.99995,1,0,,0.572,0.82
115,House,21734,32,1,KS,200,,,"MARSHALL, Roger Wayne",M001198,1960,,0.593,0.176,-89.7087,0.91034,955,35,,0.494,0.197
115,House,21750,32,4,KS,200,,,"ESTES, Ron",E000298,1956,,0.643,0.058,-64.77013,0.91831,760,12,,0.549,0.086
115,House,14854,51,5,KY,200,,,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.334,0.142,-64.19325,0.93056,892,16,,0.335,0.524
115,House,20723,51,3,KY,100,,,"YARMUTH, John",Y000062,1947,,-0.378,-0.275,-65.04772,0.93252,931,22,,-0.365,-0.474
115,House,20916,51,2,KY,200,,,"GUTHRIE, Brett",G000558,1964,,0.426,0.275,-68.01309,0.93112,953,21,,0.534,0.231
115,House,21333,51,6,KY,200,,,"BARR, Garland H. (Andy) IV",B001282,1973,,0.484,0.294,-77.64047,0.92088,942,34,,0.547,0.321
115,House,21565,51,1,KY,200,,,"COMER, James",C001108,1972,,0.595,-0.039,-99.71576,0.90085,955,49,,0.597,-0.046
115,House,31102,51,4,KY,200,,,"MASSIE, Thomas",M001184,1971,,0.678,-0.735,-417.34501,0.64478,951,174,,0.644,-0.765
115,House,20759,45,1,LA,200,,,"SCALISE, Steve",S001176,1965,,0.559,0.15,-36.13389,0.94641,656,6,,0.542,0.077
115,House,21137,45,2,LA,100,,,"RICHMOND, Cedric",R000588,1973,,-0.486,0.332,-101.01003,0.88758,847,41,,-0.58,0.416
115,House,21522,45,5,LA,200,,,"ABRAHAM, Ralph",A000374,1954,,0.541,0.257,-85.71075,0.91373,950,25,,0.543,0.074
115,House,21523,45,6,LA,200,,,"GRAVES, Garret",G000577,1972,,0.43,0.029,-125.99947,0.87418,937,72,,0.525,-0.098
115,House,21724,45,3,LA,200,,,"HIGGINS, Clay",H001077,1961,,0.627,-0.31,-87.15983,0.9109,934,28,,0.531,0.062
115,House,21727,45,4,LA,200,,,"JOHNSON, Mike",J000299,1972,,0.566,-0.01,-91.53144,0.90778,946,31,,0.575,-0.149
115,House,20920,2,1,ME,100,,,"PINGREE, Chellie",P000597,1955,,-0.421,-0.36,-67.23628,0.9309,939,22,,-0.382,-0.444
115,House,21524,2,2,ME,200,,,"POLIQUIN, Bruce Lee",P000611,1953,,0.36,-0.182,-158.12846,0.84681,951,81,,0.338,-0.036
115,House,14873,52,5,MD,100,,,"HOYER, Steny Hamilton",H000874,1939,,-0.381,0.121,-76.22785,0.91965,910,21,,-0.441,0.169
