congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
117,House,21105,61,6,AZ,200,,,"SCHWEIKERT, David",S001183,1962,,0.561,-0.251,-156.61813,0.82935,837,70,,0.549,-0.241
117,House,21502,61,7,AZ,100,,,"GALLEGO, Ruben",G000574,1979,,-0.418,0.069,-15.96521,0.98108,836,8,,-0.488,0.334
117,House,21705,61,5,AZ,200,,,"BIGGS, Andrew S.",B001302,1958,,0.827,-0.562,-128.35891,0.85703,832,55,,0.773,-0.635
117,House,21739,61,1,AZ,100,,,"O'HALLERAN, Thomas C.",O000171,1946,,-0.198,0.18,-27.28299,0.96759,828,7,,-0.298,0.492
117,House,21757,61,8,AZ,200,,,"LESKO, Debbie",L000589,1958,,0.614,-0.077,-132.75284,0.84126,768,53,,0.614,-0.139
117,House,21968,61,9,AZ,100,,,"STANTON, Greg",S001211,1970,,-0.284,0.247,-20.93559,0.97538,840,7,,-0.264,0.254
117,House,21106,42,1,AR,200,,,"CRAWFORD, Rick",C001087,1966,,0.457,0.32,-125.69039,0.85994,833,46,,0.558,0.339
117,House,21108,42,3,AR,200,,,"WOMACK, Steve",W000809,1957,,0.348,0.621,-78.60693,0.91067,840,33,,0.334,0.586
117,House,21503,42,2,AR,200,,,"HILL, French",H001072,1956,,0.437,0.27,-70.36901,0.91881,831,25,,0.398,0.353
117,House,21563,42,4,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967,,0.55,0.305,-73.36925,0.9153,829,26,,0.537,0.375
117,House,15448,71,12,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.49,-0.197,-0.65054,0.99464,121,0,,-0.413,0.253
117,House,20104,71,28,CA,100,,,"SCHIFF, Adam",S001150,1960,,-0.35,-0.133,-16.17406,0.98093,840,7,,-0.457,-0.173
117,House,20107,71,50,CA,200,,,"ISSA, Darrell",I000056,1953,,0.484,-0.001,-100.08115,0.88391,811,37,,0.418,0.252
117,House,20307,71,22,CA,200,,,"NUNES, Devin",N000181,1973,,0.45,0.223,-18.62697,0.95129,373,6,,0.456,0.68
117,House,20310,71,38,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969,,-0.508,-0.135,-10.639,0.98732,834,4,,-0.453,-0.179
117,House,20501,71,16,CA,100,,,"COSTA, Jim",C001059,1952,,-0.196,0.458,-35.45296,0.95769,820,9,,-0.245,0.176
117,House,20538,71,6,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.435,-0.146,-17.16378,0.97951,829,7,,-0.458,-0.035
117,House,20702,71,9,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.263,-0.159,-17.91455,0.97877,835,6,,-0.43,-0.142
117,House,20703,71,23,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.453,0.233,-83.61265,0.90261,816,29,,0.457,0.304
117,House,20762,71,14,CA,100,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.381,-0.41,-41.4487,0.94926,796,10,,-0.389,-0.11
117,House,20903,71,4,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.682,-0.401,-233.64042,0.75207,820,107,,0.614,-0.418
117,House,20955,71,27,CA,100,,,"CHU, Judy",C001080,1953,,-0.489,-0.379,-14.41603,0.98294,838,4,,-0.573,-0.255
117,House,20958,71,3,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.309,-0.096,-24.84579,0.97054,831,9,,-0.317,-0.175
117,House,21110,71,37,CA,100,,,"BASS, Karen",B001270,1953,,-0.584,-0.098,-20.59215,0.97437,793,3,,-0.553,-0.015
117,House,21302,71,1,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.538,0.026,-142.24182,0.83967,814,62,,0.519,-0.007
117,House,21303,71,2,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.428,-0.527,-12.76563,0.98481,834,3,,-0.524,-0.441
117,House,21304,71,7,CA,100,,,"BERA, Ami",B001287,1965,,-0.241,0.013,-20.16832,0.97568,819,7,,-0.352,0.115
117,House,21306,71,15,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.362,-0.077,-21.21659,0.97488,834,7,,-0.285,-0.051
117,House,21307,71,21,CA,200,,,"VALADAO, David G.",V000129,1977,,0.26,0.424,-73.22538,0.91487,823,24,,0.283,0.311
117,House,21308,71,26,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.294,0.051,-13.69622,0.98367,832,2,,-0.393,0.224
117,House,21309,71,29,CA,100,,,"CÁRDENAS, Tony",C001097,1963,,-0.395,-0.003,-20.00263,0.97613,828,10,,-0.527,0.007
117,House,21311,71,36,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.252,0.049,-21.82486,0.97432,839,12,,-0.482,0.292
117,House,21312,71,41,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.465,-0.293,-15.7065,0.98123,829,9,,-0.466,-0.383
117,House,21313,71,47,CA,100,,,"LOWENTHAL, Alan",L000579,1941,,-0.449,-0.384,-23.48437,0.97223,834,9,,-0.409,-0.501
117,House,21314,71,51,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.404,0.048,-19.02376,0.97723,826,8,,-0.507,-0.08
117,House,21315,71,52,CA,100,,,"PETERS, Scott",P000608,1958,,-0.188,-0.032,-27.49196,0.96715,823,11,,-0.258,0.288
117,House,21504,71,11,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.523,-0.372,-15.88483,0.98113,834,7,,-0.544,-0.38
117,House,21506,71,31,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.31,0.141,-16.65734,0.98032,838,6,,-0.406,0.281
117,House,21507,71,33,CA,100,,,"LIEU, Ted",L000582,1969,,-0.374,-0.229,-15.8166,0.98119,833,5,,-0.434,-0.126
117,House,21508,71,35,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.363,0.046,-22.48821,0.97314,826,8,,-0.481,0.33
117,House,21703,71,44,CA,100,,,"BARRAGÁN, Nanette Diaz",B001300,1976,,-0.506,-0.105,-16.45507,0.98039,831,4,,-0.483,-0.284
117,House,21709,71,24,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.31,0.101,-19.92925,0.97655,840,10,,-0.292,-0.022
117,House,21711,71,46,CA,100,,,"CORREA, Jose Luis",C001110,1958,,-0.29,0.234,-39.0636,0.95445,838,15,,-0.331,0.057
117,House,21728,71,17,CA,100,,,"KHANNA, Rohit",K000389,1976,,-0.504,-0.255,-17.07832,0.97973,834,9,,-0.333,-0.429
117,House,21740,71,20,CA,100,,,"PANETTA, James Varni",P000613,1969,,-0.288,0.126,-31.15537,0.96359,840,14,,-0.248,0.17
117,House,21754,71,34,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.542,-0.302,-18.84814,0.97768,835,7,,-0.398,-0.57
117,House,21930,71,10,CA,100,,,"HARDER, Josh",H001090,1986,,-0.352,0.572,-22.2269,0.97376,836,8,,-0.37,0.459
117,House,21939,71,49,CA,100,,,"LEVIN, Mike",L000593,1978,,-0.338,0.156,-17.7226,0.97912,840,10,,-0.414,0.35
117,House,21954,71,45,CA,100,,,"PORTER, Katie",P000618,1974,,-0.224,-0.278,-35.13373,0.95889,837,15,,-0.281,-0.414
117,House,21988,71,25,CA,200,,,"GARCIA, Mike",G000061,1976,,0.362,0.067,-105.19528,0.88136,833,43,,0.365,0.044
117,House,22126,71,53,CA,100,,,"JACOBS, Sara",J000305,1989,,-0.388,-0.453,-16.42675,0.98036,828,9,,-0.33,-0.446
117,House,22129,71,39,CA,200,,,"KIM, Young",K000397,1962,,0.259,0.371,-90.65973,0.89723,836,40,,0.275,0.25
117,House,22145,71,8,CA,200,,,"OBERNOLTE, Jay",O000019,1970,,0.313,0.28,-126.64668,0.85911,834,53,,0.323,0.229
117,House,22152,71,48,CA,200,,,"STEEL, Michelle",S001135,1955,,0.364,0.38,-80.38765,0.90769,830,35,,0.359,0.338
117,House,22164,71,22,CA,200,,,"CONWAY, Connie",C001128,1950,,0.376,0.295,-21.90512,0.9099,232,9,,0.379,0.27
117,House,29106,71,43,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.656,-0.079,-52.43436,0.93784,817,20,,-0.883,-0.035
117,House,29312,71,18,CA,100,,,"ESHOO, Anna Georges",E000215,1942,,-0.38,-0.397,-22.82564,0.973,834,10,,-0.362,-0.124
117,House,29317,71,40,CA,100,,,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.469,-0.171,-24.87001,0.97069,836,11,,-0.428,0.179
117,House,29323,71,42,CA,200,,,"CALVERT, Ken",C000059,1953,,0.341,0.263,-73.25749,0.91533,828,34,,0.335,0.44
117,House,29504,71,19,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.399,-0.419,-39.71981,0.95316,828,12,,-0.277,-0.307
117,House,29707,71,30,CA,100,,,"SHERMAN, Brad",S000344,1954,,-0.343,-0.141,-16.83408,0.98006,836,5,,-0.422,0.11
117,House,29778,71,13,CA,100,,,"LEE, Barbara",L000551,1946,,-0.677,-0.569,-15.66622,0.98135,832,5,,-0.506,-0.589
117,House,29901,71,5,CA,100,,,"THOMPSON, Michael",T000460,1951,,-0.393,0.068,-20.12918,0.97627,838,8,,-0.295,-0.079
117,House,29903,71,32,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936,,-0.449,-0.245,-10.05537,0.98809,839,2,,-0.458,-0.2
117,House,20704,62,5,CO,200,,,"LAMBORN, Doug",L000564,1954,,0.667,0.232,-113.87209,0.87108,825,50,,0.596,0.18
117,House,20705,62,7,CO,100,,,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.072,-21.52777,0.97464,838,11,,-0.349,0.041
117,House,21510,62,4,CO,200,,,"BUCK, Kenneth Robert",B001297,1959,,0.656,-0.431,-158.22224,0.81933,794,84,,0.677,-0.445
117,House,21912,62,6,CO,100,,,"CROW, Jason",C001121,1979,,-0.319,0.209,-20.38244,0.97586,834,13,,-0.335,0.23
117,House,21948,62,2,CO,100,,,"NEGUSE, Joseph",N000191,1984,,-0.396,-0.215,-14.10972,0.98332,839,5,,-0.313,-0.3
117,House,22103,62,3,CO,200,,,"BOEBERT, Lauren",B000825,1986,,0.747,-0.508,-138.85114,0.84406,819,67,,0.761,-0.534
117,House,29710,62,1,CO,100,,,"DeGETTE, Diana",D000197,1957,,-0.431,-0.303,-19.28365,0.9772,836,9,,-0.371,-0.253
117,House,20706,1,2,CT,100,,,"COURTNEY, Joe",C001069,1953,,-0.34,0.03,-26.96871,0.9684,840,15,,-0.278,-0.036
117,House,20907,1,4,CT,100,,,"HIMES, James A.",H001047,1966,,-0.24,-0.226,-44.46121,0.94821,836,15,,-0.204,-0.183
117,House,21931,1,5,CT,100,,,"HAYES, Jahana",H001081,1973,,-0.316,-0.132,-33.14928,0.96131,840,13,,-0.373,-0.147
117,House,29109,1,3,CT,100,,,"DeLAURO, Rosa L.",D000216,1943,,-0.414,-0.116,-56.4996,0.93457,835,17,,-0.257,-0.29
117,House,29908,1,1,CT,100,,,"LARSON, John B.",L000557,1948,,-0.396,-0.047,-33.68777,0.96022,830,12,,-0.282,-0.104
117,House,21706,11,1,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962,,-0.347,-0.153,-17.93501,0.97885,839,9,,-0.377,-0.159
117,House,21993,55,0,DC,100,,,"NORTON, Eleanor Holmes",N000147,1937,,-0.497,-0.053,-0.22461,0.98287,13,0,,-0.411,-0.874
117,House,20316,43,25,FL,200,,,"DIAZ-BALART, Mario",D000600,1961,,0.284,0.141,-86.07344,0.90058,822,30,,0.311,0.332
117,House,20504,43,23,FL,100,,,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.416,0.088,-25.23021,0.97038,839,11,,-0.362,0.238
117,House,20708,43,14,FL,100,,,"CASTOR, Kathy",C001066,1966,,-0.437,0.06,-25.73164,0.96944,829,12,,-0.506,0.311
117,House,20709,43,16,FL,200,,,"BUCHANAN, Vernon G.",B001260,1951,,0.362,-0.095,-95.33626,0.89062,823,30,,0.429,0.226
117,House,20758,43,12,FL,200,,,"BILIRAKIS, Gus",B001257,1963,,0.419,-0.017,-84.98574,0.90301,833,28,,0.433,0.07
117,House,20909,43,8,FL,200,,,"POSEY, Bill",P000599,1947,,0.531,-0.351,-165.63772,0.81424,806,72,,0.541,-0.326
117,House,20959,43,22,FL,100,,,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.401,-0.078,-13.51561,0.98183,737,6,,-0.469,0.307
117,House,21116,43,11,FL,200,,,"WEBSTER, Daniel A.",W000806,1949,,0.525,-0.094,-140.52686,0.83338,771,67,,0.583,-0.108
117,House,21118,43,24,FL,100,,,"WILSON, Frederica",W000808,1942,,-0.477,-0.012,-16.97589,0.9798,832,9,,-0.572,0.123
117,House,21321,43,21,FL,100,,,"FRANKEL, Lois",F000462,1948,,-0.397,-0.054,-21.6815,0.97425,831,12,,-0.524,0.174
117,House,21712,43,13,FL,100,,,"CRIST, Charlie Joseph Jr.",C001111,1956,,-0.227,0.079,-21.6091,0.97051,722,10,,-0.26,0.273
117,House,21713,43,10,FL,100,,,"DEMINGS, Valdez Butler",D000627,1957,,-0.322,-0.006,-35.54213,0.95843,837,18,,-0.241,0.204
117,House,21714,43,2,FL,200,,,"DUNN, Neal Patrick",D000628,1953,,0.503,0.371,-82.51362,0.90493,826,32,,0.47,0.506
117,House,21719,43,1,FL,200,,,"GAETZ, Matthew L. II",G000578,1982,,0.598,-0.646,-259.98633,0.72829,820,114,,0.562,-0.717
117,House,21732,43,5,FL,100,,,"LAWSON, Alfred Jr.",L000586,1948,,-0.26,0.076,-26.65543,0.96862,836,10,,-0.344,0.163
117,House,21735,43,18,FL,200,,,"MAST, Brian Jeffery",M001199,1980,,0.462,-0.359,-206.08756,0.77753,819,112,,0.519,-0.363
117,House,21738,43,7,FL,100,,,"MURPHY, Stephanie",M001202,1978,,-0.161,0.123,-56.4531,0.93009,779,20,,-0.181,0.332
117,House,21744,43,4,FL,200,,,"RUTHERFORD, John Henry",R000609,1952,,0.426,0.068,-173.04177,0.80593,802,70,,0.478,-0.051
117,House,21746,43,9,FL,100,,,"SOTO, Darren Michael",S001200,1978,,-0.361,0.167,-27.11288,0.96816,838,13,,-0.296,0.174
117,House,21971,43,17,FL,200,,,"STEUBE, William",S001214,1978,,0.689,-0.284,-135.27847,0.84706,815,51,,0.74,-0.151
117,House,21981,43,6,FL,200,,,"WALTZ, Michael",W000823,1974,,0.442,-0.117,-96.78357,0.88968,828,37,,0.429,0.155
117,House,22107,43,3,FL,200,,,"CAMMACK, Kat",C001039,1988,,0.591,-0.198,-141.96323,0.84279,830,61,,0.593,-0.192
117,House,22111,43,19,FL,200,,,"DONALDS, Byron",D000032,1978,,0.643,-0.218,-125.50254,0.85647,810,57,,0.647,-0.155
117,House,22116,43,15,FL,200,,,"FRANKLIN, C. Scott",F000472,1964,,0.603,0.096,-101.85031,0.88439,829,43,,0.602,0.129
117,House,22118,43,26,FL,200,,,"GIMENEZ, Carlos A.",G000593,1954,,0.333,0.098,-96.67453,0.8908,836,41,,0.309,0.15
117,House,22150,43,27,FL,200,,,"SALAZAR, Maria Elvira",S000168,1961,,0.269,0.148,-127.14069,0.85605,818,53,,0.266,0.06
117,House,22163,43,20,FL,100,,,"CHERFILUS-MCCORMICK, Sheila",C001127,1979,,-0.575,0.239,-13.02553,0.97134,448,6,,-0.63,0.452
117,House,29337,43,20,FL,100,,,"HASTINGS, Alcee Lamar",H000324,1936,2021.0,-0.564,0.157,-1.0145,0.988,84,0,,-0.567,-0.227
117,House,20321,44,13,GA,100,,,"SCOTT, David",S001157,1945,,-0.304,0.168,-18.81138,0.97762,831,6,,-0.428,0.363
117,House,20712,44,4,GA,100,,,"JOHNSON, Hank",J000288,1954,,-0.473,-0.025,-17.62705,0.97868,818,8,,-0.428,-0.286
117,House,21123,44,8,GA,200,,,"SCOTT, Austin",S001189,1969,,0.535,0.354,-86.9337,0.89929,819,37,,0.54,0.288
117,House,21513,44,1,GA,200,,,"CARTER, Buddy",C001103,1957,,0.562,0.317,-77.03384,0.90709,790,29,,0.509,0.331
117,House,21514,44,10,GA,200,,,"HICE, Jody Brownlow",H001071,1960,,0.797,-0.242,-131.67576,0.84575,786,64,,0.762,-0.402
117,House,21515,44,11,GA,200,,,"LOUDERMILK, Barry D.",L000583,1963,,0.682,-0.003,-118.98534,0.86244,804,67,,0.669,-0.042
117,House,21516,44,12,GA,200,,,"ALLEN, Rick W.",A000372,1951,,0.692,0.291,-126.08442,0.85732,819,65,,0.727,0.202
117,House,21717,44,3,GA,200,,,"FERGUSON, Anderson Drew IV",F000465,1966,,0.597,0.22,-124.68173,0.85989,826,54,,0.577,0.069
117,House,21944,44,6,GA,100,,,"McBATH, Lucy",M001208,1960,,-0.322,0.258,-22.60627,0.97342,839,8,,-0.359,0.306
117,House,22104,44,7,GA,100,,,"BOURDEAUX, Carolyn",B001312,1970,,-0.303,0.463,-34.0652,0.96026,840,12,,-0.303,0.464
117,House,22110,44,9,GA,200,,,"CLYDE, Andrew S.",C001116,1963,,0.841,-0.06,-135.26046,0.84776,819,61,,0.794,-0.156
117,House,22121,44,14,GA,200,,,"GREENE, Marjorie Taylor",G000596,1974,,0.8,-0.6,-98.31362,0.88714,821,40,,0.785,-0.62
117,House,22156,44,5,GA,100,,,"WILLIAMS, Nikema",W000788,1978,,-0.425,-0.376,-13.552,0.98398,839,5,,-0.39,-0.418
117,House,29339,44,2,GA,100,,,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.285,0.454,-25.95614,0.96932,833,12,,-0.403,0.382
117,House,21997,94,0,GU,100,,,"SAN NICOLAS, Michael",S001204,1981,,-0.41,-0.52,-0.09024,0.99251,12,0,,-0.41,-0.875
117,House,20322,82,1,HI,100,,,"CASE, Ed",C001055,1952,,-0.198,-0.083,-39.27339,0.95384,831,13,,-0.192,0.056
117,House,22128,82,2,HI,100,,,"KAHELE, Kaialiʻi",K000396,1974,,-0.353,0.052,-17.5342,0.97922,835,9,,-0.354,0.052
117,House,21920,63,1,ID,200,,,"FULCHER, Russell",F000469,1962,,0.639,-0.039,-141.47774,0.8366,793,64,,0.651,-0.01
117,House,29910,63,2,ID,200,,,"SIMPSON, Michael K.",S001148,1950,,0.297,0.307,-111.74481,0.86994,802,45,,0.333,0.324
117,House,20749,21,11,IL,100,,,"FOSTER, Bill",F000454,1955,,-0.233,-0.215,-22.23463,0.97379,837,6,,-0.356,-0.066
117,House,20954,21,5,IL,100,,,"QUIGLEY, Mike",Q000023,1958,,-0.324,-0.259,-17.79732,0.97894,836,6,,-0.372,-0.015
117,House,21128,21,16,IL,200,,,"KINZINGER, Adam",K000378,1978,,0.234,0.382,-159.10857,0.74997,553,81,,0.14,0.468
117,House,21326,21,10,IL,100,,,"SCHNEIDER, Brad",S001190,1961,,-0.187,-0.14,-28.09648,0.96695,836,14,,-0.415,0.548
117,House,21328,21,13,IL,200,,,"DAVIS, Rodney",D000619,1970,,0.279,0.17,-95.7811,0.88808,807,38,,0.295,0.154
117,House,21329,21,17,IL,100,,,"BUSTOS, Cheri",B001286,1961,,-0.239,0.054,-25.52481,0.96887,807,11,,-0.263,0.347
117,House,21371,21,2,IL,100,,,"KELLY, Robin L.",K000385,1956,,-0.467,-0.023,-18.78614,0.97781,837,9,,-0.523,-0.057
117,House,21519,21,12,IL,200,,,"BOST, Mike",B001295,1960,,0.384,0.031,-106.50973,0.87678,810,46,,0.349,0.115
117,House,21562,21,18,IL,200,,,"LaHOOD, Darin",L000585,1968,,0.458,0.217,-68.70833,0.92083,833,25,,0.466,0.317
117,House,21730,21,8,IL,100,,,"KRISHNAMOORTHI, S. Raja",K000391,1973,,-0.328,-0.03,-23.80121,0.97196,837,9,,-0.321,0.11
117,House,21906,21,6,IL,100,,,"CASTEN, Sean",C001117,1971,,-0.652,0.497,-69.08013,0.91892,817,23,,-0.818,0.575
117,House,21921,21,4,IL,100,,,"GARCÍA, Jesús",G000586,1956,,-0.43,-0.893,-25.73852,0.96954,832,10,,-0.437,-0.836
117,House,21979,21,14,IL,100,,,"UNDERWOOD, Lauren",U000040,1986,,-0.58,0.449,-18.99494,0.97761,839,6,,-0.455,0.352
117,House,22138,21,15,IL,200,,,"MILLER, Mary E.",M001211,1959,,0.807,-0.15,-126.96868,0.84707,765,61,,0.792,-0.255
117,House,22144,21,3,IL,100,,,"NEWMAN, Marie",N000192,1964,,-0.588,-0.303,-11.65067,0.98618,837,6,,-0.591,-0.302
117,House,29346,21,1,IL,100,,,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.203,-12.41116,0.98526,836,5,,-0.548,-0.16
117,House,29717,21,7,IL,100,,,"DAVIS, Danny K.",D000096,1941,,-0.486,-0.26,-13.10616,0.98411,818,5,,-0.496,-0.342
117,House,29911,21,9,IL,100,,,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.603,-0.276,-23.32157,0.97229,830,10,,-0.352,-0.472
117,House,20757,22,7,IN,100,,,"CARSON, André",C001072,1974,,-0.43,0.04,-17.46448,0.97933,836,9,,-0.345,-0.082
117,House,21132,22,8,IN,200,,,"BUCSHON, Larry",B001275,1962,,0.383,0.373,-66.98531,0.92183,823,25,,0.414,0.395
117,House,21330,22,2,IN,200,,,"WALORSKI, Jackie",W000813,1963,2022.0,0.436,0.315,-54.20181,0.92748,720,16,,0.477,0.339
117,House,21702,22,3,IN,200,,,"BANKS, James E.",B001299,1979,,0.651,0.058,-126.78518,0.85674,820,60,,0.658,0.034
117,House,21725,22,9,IN,200,,,"HOLLINGSWORTH, Joseph Albert III",H001074,1983,,0.417,-0.243,-155.30678,0.8143,756,65,,0.422,-0.226
117,House,21903,22,4,IN,200,,,"BAIRD, James",B001307,1945,,0.449,0.61,-114.76965,0.87115,832,37,,0.515,0.246
117,House,21952,22,6,IN,200,,,"PENCE, Gregory",P000615,1956,,0.506,0.151,-183.60436,0.79168,786,71,,0.619,0.006
117,House,22142,22,1,IN,100,,,"MRVAN, Frank J.",M001214,1969,,-0.306,0.298,-15.79199,0.98129,836,6,,-0.3,0.247
117,House,22151,22,5,IN,200,,,"SPARTZ, Victoria",S000929,1978,,0.475,-0.202,-110.79454,0.87333,818,45,,0.43,0.079
117,House,22171,22,2,IN,200,,,"YAKYM, Rudy, III",Y000067,1984,,0.519,0.201,-8.06829,0.88156,64,2,,0.457,0.503
117,House,21902,31,3,IA,100,,,"AXNE, Cynthia",A000378,1965,,-0.25,0.528,-20.3222,0.97604,838,5,,-0.29,0.439
117,House,22113,31,4,IA,200,,,"FEENSTRA, Randy",F000446,1969,,0.467,0.198,-66.99899,0.92298,836,20,,0.444,0.299
117,House,22124,31,1,IA,200,,,"HINSON, Ashley",H001091,1983,,0.347,0.298,-116.08703,0.86948,830,38,,0.369,0.076
117,House,22139,31,2,IA,200,,,"MILLER-MEEKS, Mariannette",M001215,1955,,0.335,0.189,-86.39661,0.90126,831,43,,0.302,0.364
117,House,21750,32,4,KS,200,,,"ESTES, Ron",E000298,1956,,0.643,0.058,-112.43435,0.86827,796,63,,0.702,0.062
117,House,21914,32,3,KS,100,,,"DAVIDS, Sharice",D000629,1980,,-0.269,0.267,-21.32862,0.97487,838,8,,-0.28,0.359
117,House,22130,32,2,KS,200,,,"LATURNER, Jake",L000266,1988,,0.474,0.385,-52.723,0.93838,829,18,,0.48,0.432
117,House,22134,32,1,KS,200,,,"MANN, Tracey",M000871,1976,,0.611,0.1,-115.59574,0.87144,840,56,,0.658,0.158
117,House,14854,51,5,KY,200,,,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.334,0.142,-80.85616,0.90771,835,35,,0.348,0.551
117,House,20723,51,3,KY,100,,,"YARMUTH, John",Y000062,1947,,-0.378,-0.275,-17.65847,0.97654,744,6,,-0.349,-0.357
117,House,20916,51,2,KY,200,,,"GUTHRIE, Brett",G000558,1964,,0.426,0.275,-52.18903,0.93962,838,18,,0.42,0.435
117,House,21333,51,6,KY,200,,,"BARR, Garland H. (Andy) IV",B001282,1973,,0.484,0.294,-71.99118,0.91682,829,31,,0.431,0.36
117,House,21565,51,1,KY,200,,,"COMER, James",C001108,1972,,0.595,-0.039,-150.76243,0.83463,834,77,,0.54,-0.087
117,House,31102,51,4,KY,200,,,"MASSIE, Thomas",M001184,1971,,0.678,-0.735,-182.26424,0.79872,811,75,,0.669,-0.744
117,House,20759,45,1,LA,200,,,"SCALISE, Steve",S001176,1965,,0.559,0.15,-85.37349,0.89985,809,33,,0.533,0.223
117,House,21137,45,2,LA,100,,,"RICHMOND, Cedric",R000588,1973,,-0.486,0.332,-0.00248,0.99982,14,0,,-0.387,-0.04
117,House,21523,45,6,LA,200,,,"GRAVES, Garret",G000577,1972,,0.43,0.029,-102.16831,0.88365,826,39,,0.393,0.313
117,House,21724,45,3,LA,200,,,"HIGGINS, Clay",H001077,1961,,0.627,-0.31,-193.38239,0.77245,749,97,,0.648,-0.394
117,House,21727,45,4,LA,200,,,"JOHNSON, Mike",J000299,1972,,0.566,-0.01,-110.1042,0.87246,807,49,,0.588,0.139
