"Cycle","RecipID","RealCode","Date","Amount","Type"
2018,"N00034580","E1500","09/30/2017",500,"15 "
2018,"N00034580","E1100","08/23/2017",1000,"15 "
2018,"N00034580","E0000","09/30/2017",1000,"15 "
2018,"N00002097","E1620","05/27/2017",500,"15 "
2018,"N00034580","E1000","03/31/2017",100,"15 "
2018,"N00002097","E1320","09/20/2017",2000,"15 "
2018,"N00002097","E1320","09/20/2017",500,"15 "
2018,"N00002097","E1320","09/06/2017",1000,"15E"
2018,"N00002097","E1320","09/20/2017",1500,"15 "
2018,"N00002097","E1150","09/02/2017",100,"15E"
2018,"N00002097","E1150","08/02/2017",100,"15E"
2018,"N00002097","E1320","09/06/2017",750,"15E"
2018,"N00002097","E1320","09/05/2017",500,"15E"
2018,"N00002097","E1320","09/05/2017",750,"15E"
2018,"N00002097","E1150","12/02/2017",100,"15E"
2018,"N00002097","E1150","10/02/2017",100,"15E"
2018,"N00002097","E1620","12/30/2017",1000,"15E"
2018,"N00002097","E1150","06/02/2017",100,"15E"
2018,"N00002097","E1150","05/02/2017",100,"15E"
2018,"N00002097","E1320","10/09/2017",1000,"15E"
2018,"N00002097","E1150","07/02/2017",100,"15E"
2018,"N00034580","E1100","02/19/2017",2700,"15 "
2018,"N00034580","E1500","03/31/2017",500,"15 "
2018,"N00002097","E1600","12/07/2017",2300,"15 "
2018,"N00040816","E1240","06/12/2017",1000,"15 "
2018,"N00005582","E1110","09/14/2017",250,"15 "
2018,"N00034580","E1160","07/07/2017",250,"15E"
2018,"N00034580","E0000","08/25/2017",250,"15 "
2018,"N00002097","E1320","09/08/2017",1000,"15E"
2018,"N00002097","E1140","07/21/2017",1500,"15 "
2018,"N00002097","E1140","12/09/2017",250,"15E"
2018,"N00002097","E1600","12/07/2017",2700,"15 "
2018,"N00034580","E1000","06/25/2017",500,"15 "
2018,"N00034580","E1100","06/27/2017",2700,"15 "
2018,"N00034580","E1000","05/16/2017",1000,"15 "
2018,"N00037161","E1500","01/18/2017",100,"15E"
2018,"N00037161","E1500","03/18/2017",100,"15E"
2018,"N00037161","E1500","06/18/2017",100,"15E"
2018,"N00037161","E1500","07/18/2017",100,"15E"
2018,"N00013820","E1500","10/24/2017",100,"15E"
2018,"N00037161","E1500","04/18/2017",100,"15E"
2018,"N00041461","E1140","09/08/2017",2700,"15 "
2018,"N00013820","E1500","12/24/2017",100,"15E"
2018,"N00037161","E1500","05/18/2017",100,"15E"
2018,"N00029277","E1180","03/29/2017",1000,"15E"
2018,"N00029277","E5000","03/14/2017",500,"15E"
2018,"N00037161","E1500","02/18/2017",100,"15E"
2018,"N00037161","E1500","09/18/2017",100,"15E"
2018,"N00041461","E1600","09/30/2017",350,"15 "
2018,"N00037161","E3000","06/30/2017",2000,"15E"
2018,"N00013820","E3000","10/31/2017",100,"15E"
2018,"N00035267","E1600","10/26/2017",50,"15E"
2018,"N00035267","E0000","10/14/2017",25,"15E"
2018,"N00006561","E1600","12/14/2017",10,"15E"
2018,"N00041461","E1140","09/08/2017",2300,"15 "
2018,"N00013820","E1500","11/24/2017",100,"15E"
2018,"N00029277","E1500","03/08/2017",500,"15E"
2018,"N00012546","E1100","08/30/2017",1000,"15 "
2018,"N00012546","E1170","09/30/2017",2700,"15 "
2018,"N00012546","E1110","09/29/2017",100,"15 "
2018,"N00031696","E1200","11/29/2017",500,"15 "
2018,"N00013820","E2000","03/07/2017",50,"15E"
2018,"N00013820","E1500","01/24/2017",100,"15E"
2018,"N00013820","E2000","01/07/2017",50,"15E"
2018,"N00002097","E1150","04/02/2017",100,"15E"
2018,"N00012546","E1500","09/21/2017",1000,"15 "
2018,"N00013820","E1500","01/24/2017",100,"15E"
2018,"N00013820","E1500","04/24/2017",100,"15E"
2018,"N00035267","E2000","11/08/2017",500,"15E"
2018,"N00002097","E1320","09/20/2017",1000,"15 "
2018,"N00012546","E1100","08/30/2017",250,"15 "
2018,"N00013820","E2000","02/28/2017",25,"15E"
2018,"N00013820","E2000","05/07/2017",50,"15E"
2018,"N00013820","E1500","08/24/2017",100,"15E"
2018,"N00013820","E1500","06/24/2017",100,"15E"
2018,"N00012546","E1500","09/29/2017",2700,"15 "
2018,"N00013820","E1500","08/24/2017",100,"15E"
2018,"N00013820","E1500","09/24/2017",100,"15E"
2018,"N00013820","E2000","01/07/2017",50,"15E"
2018,"N00013820","E1500","06/24/2017",100,"15E"
2018,"N00035267","E0000","11/14/2017",25,"15E"
2018,"N00012546","E3000","09/20/2017",1000,"15 "
2018,"N00013820","E2000","01/30/2017",25,"15E"
2018,"N00013820","E2000","03/30/2017",25,"15E"
2018,"N00013820","E2000","04/07/2017",50,"15E"
2018,"N00013820","E2000","02/07/2017",50,"15E"
2018,"N00013820","E2000","03/07/2017",50,"15E"
2018,"N00013820","E2000","04/01/2017",250,"15E"
2018,"N00012546","E1500","09/29/2017",2700,"15 "
2018,"N00013820","E1500","02/24/2017",100,"15E"
2018,"N00013820","E1500","03/24/2017",100,"15E"
2018,"N00013820","E2000","02/07/2017",50,"15E"
2018,"N00013820","E2000","01/30/2017",25,"15E"
2018,"N00013820","E2000","02/28/2017",25,"15E"
2018,"N00013820","E1500","05/24/2017",100,"15E"
2018,"N00013820","E2000","03/30/2017",25,"15E"
2018,"N00013820","E2000","04/07/2017",50,"15E"
2018,"N00013820","E2000","05/30/2017",25,"15E"
2018,"N00013820","E2000","04/07/2017",50,"15E"
2018,"N00013820","E2000","04/30/2017",25,"15E"
2018,"N00035267","E1600","11/26/2017",50,"15E"
2018,"N00013820","E1500","05/24/2017",100,"15E"
2018,"N00013820","E1500","04/24/2017",100,"15E"
2018,"N00013820","E1500","07/24/2017",100,"15E"
2018,"N00013820","E1500","09/24/2017",100,"15E"
2018,"N00013820","E2000","05/30/2017",25,"15E"
2018,"N00013820","E2000","03/30/2017",25,"15E"
2018,"N00013820","E2000","05/07/2017",50,"15E"
2018,"N00012546","E1150","09/29/2017",5400,"15 "
2018,"N00013820","E1500","05/24/2017",100,"15E"
2018,"N00013820","E2000","04/30/2017",25,"15E"
2018,"N00013820","E1500","07/24/2017",100,"15E"
2018,"N00013820","E1500","06/24/2017",100,"15E"
2018,"N00013820","E1500","02/24/2017",100,"15E"
2018,"N00013820","E1500","03/24/2017",100,"15E"
2018,"N00013820","E2000","04/01/2017",250,"15E"
2018,"N00013820","E2000","05/07/2017",50,"15E"
2018,"N00013820","E2000","04/01/2017",250,"15E"
2018,"N00037161","E1500","08/18/2017",100,"15E"
2018,"N00013820","E3000","10/01/2017",50,"15E"
2018,"N00035267","E1600","12/26/2017",50,"15E"
2018,"N00035267","E0000","12/14/2017",25,"15E"
2018,"N00012546","E1100","08/30/2017",250,"15 "
2018,"N00012546","E1100","08/15/2017",1000,"15 "
2018,"N00013820","E2000","04/30/2017",25,"15E"
2018,"N00013820","E2000","05/30/2017",25,"15E"
2018,"N00013820","E1500","04/24/2017",100,"15E"
2018,"N00004367","E1620","08/01/2017",250,"15E"
2018,"N00004367","E1620","09/20/2017",50,"15 "
2018,"N00004367","E2000","09/17/2017",10,"15E"
2018,"N00004367","E1620","09/22/2017",100,"15 "
2018,"N00004367","E1110","07/31/2017",1000,"15E"
2018,"N00004367","E1110","07/31/2017",1000,"15E"
2018,"N00004367","E1110","09/24/2017",1875,"15J"
2018,"N00004367","E1000","09/09/2017",500,"15 "
2018,"N00004367","E1620","09/22/2017",100,"15 "
2018,"N00004367","E1620","09/11/2017",-2200,"22Y"
2018,"N00004367","E1620","08/01/2017",250,"15E"
2018,"N00004367","E1170","09/21/2017",1000,"15E"
2018,"N00004367","E1620","07/22/2017",100,"15E"
2018,"N00004367","E2000","09/17/2017",10,"15E"
2018,"N00004367","E0000","09/05/2017",1000,"15 "
2018,"N00027694","E1600","07/19/2017",40,"15E"
2018,"N00027694","E1600","07/19/2017",30,"15E"
2018,"N00027694","E1100","08/26/2017",100,"15E"
2018,"N00004367","E2000","09/22/2017",100,"15 "
2018,"N00027694","E1600","09/19/2017",50,"15 "
2018,"N00004367","E1620","09/20/2017",50,"15 "
2018,"N00004367","E2000","09/22/2017",100,"15 "
2018,"N00027694","E1600","07/19/2017",50,"15E"
2018,"N00027694","E1600","08/22/2017",50,"15 "
2018,"N00027694","E1600","08/22/2017",50,"15 "
2018,"N00027694","E1600","07/19/2017",40,"15E"
2018,"N00004367","E1000","09/09/2017",500,"15 "
2018,"N00027694","E1600","07/19/2017",30,"15E"
2018,"N00004367","E0000","09/05/2017",1000,"15 "
2018,"N00004367","E1170","09/21/2017",1000,"15E"
2018,"N00027694","E1100","08/26/2017",100,"15E"
2018,"N00027694","E1100","12/13/2017",100,"15E"
2018,"N00027694","E1600","09/19/2017",50,"15 "
2018,"N00027694","E1500","09/19/2017",1000,"15E"
2018,"N00027694","E1600","03/25/2017",500,"15E"
2018,"N00027694","E1100","10/28/2017",50,"15E"
2018,"N00004367","E1110","09/24/2017",1875,"15J"
2018,"N00004367","E1620","07/22/2017",100,"15E"
2018,"N00027694","E1100","12/01/2017",100,"15E"
2018,"N00027694","E1500","03/31/2017",150,"15E"
2018,"N00027694","E1100","02/24/2017",100,"15E"
2018,"N00027694","E1100","11/12/2017",5,"15E"
2018,"N00027694","E1150","02/12/2017",1000,"15J"
2018,"N00027694","E1600","06/16/2017",300,"15 "
2018,"N00004367","E1620","09/20/2017",150,"15 "
2018,"N00027694","E1100","11/16/2017",100,"15E"
2018,"N00027694","E1620","02/26/2017",250,"15J"
2018,"N00027694","E1620","04/19/2017",300,"15 "
2018,"N00027694","E1500","02/26/2017",250,"15J"
2018,"N00027694","E1100","04/11/2017",50,"15E"
2018,"N00027694","E1100","05/20/2017",100,"15E"
2018,"N00027694","E1100","06/18/2017",100,"15E"
2018,"N00027694","E1100","04/11/2017",50,"15E"
2018,"N00027694","E1500","04/27/2017",300,"15E"
2018,"N00027694","E1100","04/11/2017",5,"15E"
2018,"N00027694","E1100","03/15/2017",5,"15E"
2018,"N00027694","E1100","04/11/2017",50,"15E"
2018,"N00027694","E1100","05/20/2017",100,"15E"
2018,"N00027694","E1500","08/03/2017",250,"15E"
2018,"N00027694","E1100","05/10/2017",100,"15E"
2018,"N00003105","E1160","12/29/2017",2700,"15 "
2018,"N00003105","E1120","09/06/2017",2300,"15J"
2018,"N00003105","E1120","10/19/2017",500,"15 "
2018,"N00003105","E3000","12/28/2017",5400,"15 "
2018,"N00003105","E3000","12/28/2017",-2700,"15 "
2018,"N00003105","E1120","09/06/2017",2700,"15J"
2018,"N00003105","E1150","11/06/2017",-2700,"15 "
2018,"N00027694","E1110","06/11/2017",250,"15E"
2018,"N00027694","E4100","06/14/2017",750,"15J"
2018,"N00033174","E1120","12/04/2017",1700,"15 "
2018,"N00027694","E1500","06/08/2017",1000,"15E"
2018,"N00027694","E1100","06/19/2017",100,"15E"
2018,"N00033174","E1500","10/17/2017",1000,"15J"
2018,"N00033174","E1100","10/05/2017",200,"15J"
2018,"N00033174","E1210","08/04/2017",1000,"15 "
2018,"N00033174","E1240","08/04/2017",2500,"15 "
2018,"N00033174","E2000","08/04/2017",400,"15 "
2018,"N00033174","E1110","08/14/2017",300,"15J"
2018,"N00033174","E1240","08/04/2017",2700,"15 "
2018,"N00027694","E3000","06/12/2017",-1000,"15E"
2018,"N00033174","E1240","08/04/2017",2500,"15 "
2018,"N00033174","E1240","08/04/2017",2300,"15 "
2018,"N00027694","E1600","06/16/2017",300,"15 "
2018,"N00033174","E1170","12/26/2017",2700,"15J"
2018,"N00033174","E1150","08/09/2017",2300,"15 "
2018,"N00033174","E1240","08/04/2017",2500,"15 "
2018,"N00027694","E1100","05/10/2017",100,"15E"
2018,"N00027694","E1600","06/01/2017",300,"15 "
2018,"N00027694","E1100","05/23/2017",100,"15E"
2018,"N00033174","E1100","10/05/2017",300,"15J"
2018,"N00033174","E1210","09/21/2017",2700,"15J"
2018,"N00027694","E1600","06/09/2017",300,"15E"
2018,"N00033174","E0000","12/28/2017",500,"15J"
2018,"N00033174","E1100","10/05/2017",200,"15J"
2018,"N00027694","E1600","07/19/2017",50,"15E"
2018,"N00027694","E1000","06/29/2017",800,"15E"
2018,"N00033174","E1100","08/31/2017",2700,"15J"
2018,"N00033174","E1240","08/04/2017",2500,"15 "
2018,"N00033174","E1210","08/04/2017",225,"15 "
2018,"N00033174","E1160","05/18/2017",500,"15J"
2018,"N00033174","E1120","04/01/2017",-2300,"15J"
2018,"N00003105","E0000","12/01/2017",1000,"15 "
2018,"N00033174","E1150","08/09/2017",2700,"15 "
2018,"N00033174","E1210","08/04/2017",300,"15 "
2018,"N00033174","E1240","08/04/2017",2000,"15 "
2018,"N00033174","E1120","06/26/2017",2700,"15 "
2018,"N00040819","E0000","12/16/2017",100,"15 "
2018,"N00003105","E1320","11/19/2017",2700,"15 "
2018,"N00003105","E1000","11/17/2017",2700,"15 "
2018,"N00033174","E3000","10/12/2017",1000,"15 "
2018,"N00033174","E1110","02/17/2017",2000,"15 "
2018,"N00033174","E1500","01/07/2017",2500,"15J"
2018,"N00033174","E1200","01/14/2017",2500,"15J"
2018,"N00033174","E1100","06/05/2017",2700,"15J"
2018,"N00033174","E1100","10/05/2017",300,"15J"
2018,"N00033174","E1500","02/14/2017",1000,"15J"
2018,"N00033174","E1120","02/10/2017",2700,"15J"
2018,"N00033174","E1120","06/25/2017",1000,"15J"
2018,"N00003105","E1160","11/27/2017",2700,"15 "
2018,"N00003105","E1160","11/27/2017",2700,"15 "
2018,"N00033174","E1240","08/04/2017",2500,"15 "
2018,"N00033174","E1600","08/30/2017",500,"15J"
2018,"N00033174","E1120","02/10/2017",2700,"15J"
2018,"N00033174","E1210","02/28/2017",2300,"15J"
2018,"N00033174","E1600","08/30/2017",1000,"15J"
2018,"N00033174","E1240","08/04/2017",2700,"15 "
2018,"N00033174","E1600","08/30/2017",1000,"15J"
2018,"N00033174","E1210","08/04/2017",500,"15 "
2018,"N00004367","E1620","09/20/2017",150,"15 "
2018,"N00033174","E1160","03/16/2017",1000,"15 "
2018,"N00033174","E3000","02/03/2017",300,"15 "
2018,"N00033174","E1200","02/17/2017",2500,"15J"
2018,"N00033174","E1120","11/28/2017",2700,"15J"
2018,"N00033174","E1120","10/09/2017",2700,"15J"
2018,"N00040819","E1170","10/25/2017",500,"15 "
2018,"N00033174","E1100","08/31/2017",2700,"15J"
2018,"N00041027","E0000","12/06/2017",100,"15 "
2018,"N00033174","E1100","10/10/2017",300,"15J"
2018,"N00033174","E1120","10/09/2017",200,"15J"
2018,"N00033174","E1600","09/21/2017",2300,"15J"
2018,"N00004367","E1620","09/11/2017",-2200,"22Y"
2018,"N00033174","E1100","11/22/2017",1500,"15J"
2018,"N00033174","E1620","09/19/2017",1500,"15 "
2018,"N00033174","E0000","07/25/2017",400,"15J"
2018,"N00033174","E1240","08/04/2017",2500,"15 "
2018,"N00033174","E1100","04/24/2017",250,"15 "
2018,"N00033174","E1240","08/04/2017",2700,"15 "
2018,"N00033174","E1110","08/14/2017",700,"15J"
2018,"N00041027","E1120","12/06/2017",50,"15 "
2018,"N00033174","E1600","09/21/2017",2300,"15J"
2018,"N00033174","E1210","08/04/2017",250,"15 "
2018,"N00033174","E1210","08/04/2017",350,"15 "
2018,"N00033174","E1240","08/04/2017",2700,"15 "
2018,"N00033174","E1600","02/15/2017",2000,"15 "
2018,"N00003105","E1160","12/13/2017",1375,"15 "
2018,"N00033174","E1100","07/11/2017",1000,"15 "
2018,"N00033174","E1100","07/11/2017",1000,"15 "
2018,"N00033174","E1240","08/04/2017",2500,"15 "
2018,"N00033174","E1600","08/29/2017",1000,"15J"
2018,"N00033174","E1210","09/21/2017",2700,"15J"
2018,"N00033174","E1240","08/04/2017",2500,"15 "
2018,"N00033174","E1210","02/28/2017",2700,"15J"
2018,"N00003105","E1150","11/06/2017",2700,"15 "
2018,"N00027694","E1100","09/27/2017",50,"15E"
2018,"N00033174","E1160","05/18/2017",2700,"15J"
2018,"N00033174","E1150","08/09/2017",2300,"15 "
2018,"N00033174","E1150","08/09/2017",2700,"15 "
2018,"N00033174","E1240","08/04/2017",500,"15 "
2018,"N00033174","E1120","07/24/2017",2000,"15J"
2018,"N00033174","E1600","09/21/2017",2700,"15J"
2018,"N00003105","E1150","12/20/2017",-4600,"22Y"
2018,"N00041027","E1120","11/27/2017",250,"15 "
2018,"N00033174","E1120","04/01/2017",-400,"15J"
2018,"N00033174","E1210","02/28/2017",1700,"15J"
2018,"N00033174","E1100","11/01/2017",500,"15J"
2018,"N00041027","E1110","12/07/2017",100,"15 "
2018,"N00033174","E1120","06/23/2017",1000,"15 "
2018,"N00041027","E1100","12/03/2017",100,"15 "
2018,"N00033174","E1000","06/23/2017",2500,"15J"
2018,"N00033174","E1100","10/17/2017",400,"15J"
2018,"N00033174","E1120","02/10/2017",2700,"15J"
2018,"N00041027","E1120","11/29/2017",500,"15 "
2018,"N00033174","E1000","06/30/2017",1000,"15J"
2018,"N00033174","E1210","09/21/2017",2300,"15J"
2018,"N00033174","E1210","08/04/2017",300,"15 "
2018,"N00033174","E1110","03/24/2017",500,"15 "
2018,"N00033174","E1100","03/29/2017",75,"15 "
2018,"N00033174","E1240","08/04/2017",2500,"15 "
2018,"N00033174","E3000","08/25/2017",500,"15J"
2018,"N00041027","E0000","11/29/2017",110,"15 "
2018,"N00033174","E1600","08/30/2017",1000,"15 "
2018,"N00033174","E1100","07/11/2017",1000,"15 "
2018,"N00033174","E1210","08/22/2017",500,"15 "
2018,"N00033174","E1600","09/21/2017",2700,"15J"
2018,"N00041027","E3000","12/10/2017",100,"15 "
2018,"N00041027","E1110","12/01/2017",100,"15 "
2018,"N00041027","E0000","12/06/2017",120,"15 "
2018,"N00041027","E1500","12/05/2017",250,"15 "
2018,"N00041027","E0000","11/25/2017",50,"15 "
2018,"N00041027","E0000","12/04/2017",60,"15 "
2018,"N00041027","E1500","12/27/2017",-800,"22Y"
2018,"N00033174","E0000","06/14/2017",250,"15J"
2018,"N00041027","E1100","12/06/2017",200,"15 "
2018,"N00041027","E1100","12/10/2017",25,"15 "
2018,"N00041027","E1100","12/08/2017",25,"15 "
2018,"N00041027","E1100","12/12/2017",5,"15 "
2018,"N00027694","E1100","06/18/2017",100,"15E"
2018,"N00027694","E1100","09/27/2017",50,"15E"
2018,"N00033174","E1000","03/10/2017",250,"15J"
2018,"N00033174","E1210","02/28/2017",2700,"15J"
2018,"N00033174","E1120","03/28/2017",2700,"15 "
2018,"N00041027","E1500","12/17/2017",100,"15 "
2018,"N00041027","E1600","12/04/2017",250,"15 "
2018,"N00041027","E0000","12/05/2017",50,"15 "
2018,"N00027694","E1000","10/16/2017",1900,"15J"
2018,"N00041027","E1500","12/07/2017",1500,"15 "
2018,"N00027694","E1100","06/19/2017",100,"15E"
2018,"N00041027","E0000","12/11/2017",15,"15 "
2018,"N00027694","E1600","06/16/2017",300,"15 "
2018,"N00029303","E2000","02/23/2017",200,"15 "
2018,"N00029303","E1100","01/30/2017",100,"15E"
2018,"N00027694","E1100","03/15/2017",5,"15E"
2018,"N00027694","E1100","02/24/2017",100,"15E"
2018,"N00029303","E1100","01/30/2017",100,"15E"
2018,"N00027694","E1100","05/10/2017",100,"15E"
2018,"N00027694","E1600","06/16/2017",300,"15 "
2018,"N00027694","E1100","05/20/2017",100,"15E"
2018,"N00029303","E1100","01/30/2017",100,"15E"
2018,"N00029303","E2000","02/23/2017",200,"15 "
2018,"N00027694","E1100","06/18/2017",100,"15E"
2018,"N00027694","E1000","04/07/2017",2000,"15E"
2018,"N00027694","E1100","06/03/2017",100,"15E"
2018,"N00027694","E1600","06/16/2017",300,"15 "
2018,"N00027694","E1620","04/19/2017",300,"15 "
2018,"N00027694","E1100","06/19/2017",100,"15E"
2018,"N00029303","E2000","02/23/2017",200,"15 "
2018,"N00003105","E1160","12/13/2017",1375,"15 "
2018,"N00003105","E1140","12/09/2017",250,"15 "
2018,"N00003105","E1140","10/19/2017",300,"15 "
2018,"N00029303","E1100","02/28/2017",100,"15E"
2018,"N00003105","E1150","10/23/2017",2700,"15 "
2018,"N00003105","E1150","12/18/2017",500,"15 "
2018,"N00033174","E1170","12/26/2017",2700,"15J"
2018,"N00033174","E1100","11/28/2017",500,"15J"
2018,"N00033174","E1210","09/21/2017",2300,"15J"
2018,"N00033174","E1600","08/30/2017",1000,"15J"
2018,"N00033174","E5000","08/23/2017",200,"15 "
2018,"N00033174","E1240","08/04/2017",2300,"15 "
2018,"N00033174","E1100","09/28/2017",150,"15 "
2018,"N00033174","E1240","08/04/2017",1000,"15 "
2018,"N00033174","E1600","02/15/2017",-1000,"15 "
2018,"N00033174","E1110","03/17/2017",1000,"15 "
2018,"N00033174","E1120","02/10/2017",400,"15J"
2018,"N00033174","E1220","03/09/2017",2700,"15 "
2018,"N00041027","E1110","12/12/2017",100,"15 "
2018,"N00042033","E1000","12/22/2017",500,"15E"
2018,"N00041027","E1100","11/25/2017",100,"15 "
2018,"N00003105","E3000","12/28/2017",2700,"15 "
2018,"N00003105","E5000","11/28/2017",250,"15 "
2018,"N00003105","E1150","11/01/2017",10000,"15 "
2018,"N00033174","E1120","12/04/2017",300,"15 "
2018,"N00033174","E1120","11/28/2017",2700,"15J"
2018,"N00033174","E1000","12/21/2017",1000,"15J"
2018,"N00033174","E1100","10/10/2017",200,"15J"
2018,"N00033174","E1210","08/04/2017",300,"15 "
2018,"N00033174","E1210","08/04/2017",250,"15 "
2018,"N00033174","E1210","08/04/2017",450,"15 "
2018,"N00033174","E1240","08/04/2017",2500,"15 "
2018,"N00033174","E1210","08/04/2017",400,"15 "
2018,"N00033174","E1600","08/30/2017",500,"15J"
2018,"N00033174","E1240","08/04/2017",2500,"15 "
2018,"N00033174","E1100","06/05/2017",2300,"15J"
2018,"N00033174","E1150","05/18/2017",1000,"15 "
2018,"N00033174","E1120","06/26/2017",500,"15J"
2018,"N00033174","E1120","06/26/2017",500,"15J"
2018,"N00029303","E1100","01/30/2017",100,"15E"
2018,"N00029303","E1100","02/16/2017",100,"15E"
2018,"N00033174","E1210","03/23/2017",1000,"15J"
2018,"N00041027","E0000","12/17/2017",80,"15 "
2018,"N00029303","E1100","12/26/2017",35,"15E"
2018,"N00029303","E4100","11/05/2017",20,"15E"
2018,"N00041027","E2000","12/09/2017",25,"15 "
2018,"N00041027","E1600","12/01/2017",50,"15 "
2018,"N00041027","E1100","12/22/2017",25,"15 "
