"last_name","first_name","state","opensecrets_id","bioguide_id","district","Industry_Type","total"
"Bishop","Mike","MI","N00036449","B001293",8,"+",5537
"Bishop","Rob","UT","N00025292","B001250",1,"-",21400
"Bishop","Rob","UT","N00025292","B001250",1,"+",0
"Bishop","Sanford","GA","N00002674","B000490",2,"-",13500
"Bishop","Sanford","GA","N00002674","B000490",2,"+",0
"Black","Diane","TN","N00031539","B001273",6,"-",-1000
"Black","Diane","TN","N00031539","B001273",6,"+",0
"Blum","Rod","IA","N00033744","B001294",1,"-",34523
"Blum","Rod","IA","N00033744","B001294",1,"+",8037
"Blumenauer","Earl","OR","N00007727","B000574",3,"-",14750
"Blumenauer","Earl","OR","N00007727","B000574",3,"+",9125
"Blunt Rochester","Lisa","DE","N00038414","B001303",0,"-",5500
"Blunt Rochester","Lisa","DE","N00038414","B001303",0,"+",0
"Bonamici","Suzanne","OR","N00033474","B001278",1,"-",2500
"Bonamici","Suzanne","OR","N00033474","B001278",1,"+",0
"Bost","Mike","IL","N00035420","B001295",12,"-",55080
"Bost","Mike","IL","N00035420","B001295",12,"+",11700
"Boyle","Brendan","PA","N00035307","B001296",2,"-",5000
"Boyle","Brendan","PA","N00035307","B001296",2,"+",0
"Brady","Kevin","TX","N00005883","B000755",8,"-",136850
"Brady","Kevin","TX","N00005883","B000755",8,"+",6000
"Brat","David","VA","N00036013","B001290",7,"-",12500
"Brat","David","VA","N00036013","B001290",7,"+",2000
"Brooks","Mo","AL","N00030910","B001274",5,"-",6000
"Brooks","Mo","AL","N00030910","B001274",5,"+",500
"Brooks","Susan","IN","N00033495","B001284",5,"-",22050
"Brooks","Susan","IN","N00033495","B001284",5,"+",8250
"Brown","Anthony","MD","N00036999","B001304",4,"-",1000
"Brown","Anthony","MD","N00036999","B001304",4,"+",5000
"Brownley","Julia","CA","N00034254","B001285",26,"-",6633
"Brownley","Julia","CA","N00034254","B001285",26,"+",1250
"Buchanan","Vern","FL","N00027626","B001260",16,"-",15750
"Buchanan","Vern","FL","N00027626","B001260",16,"+",0
"Buck","Ken","CO","N00030829","B001297",4,"-",20950
"Buck","Ken","CO","N00030829","B001297",4,"+",6400
"Bucshon","Larry","IN","N00031227","B001275",8,"-",25500
"Bucshon","Larry","IN","N00031227","B001275",8,"+",1000
"Burgess","Michael","TX","N00025219","B001248",26,"-",13000
"Burgess","Michael","TX","N00025219","B001248",26,"+",0
"Bustos","Cheri","IL","N00033390","B001286",17,"-",15765
"Bustos","Cheri","IL","N00033390","B001286",17,"+",2400
"Butterfield","George","NC","N00027035","B001251",1,"-",4000
"Butterfield","George","NC","N00027035","B001251",1,"+",0
"Byrne","Bradley","AL","N00035380","B001289",1,"-",10000
"Byrne","Bradley","AL","N00035380","B001289",1,"+",0
"Calvert","Ken","CA","N00007099","C000059",41,"-",31500
"Calvert","Ken","CA","N00007099","C000059",41,"+",0
"Capuano","Michael","MA","N00000267","C001037",7,"-",21400
"Capuano","Michael","MA","N00000267","C001037",7,"+",5650
"Carbajal","Salud","CA","N00037015","C001112",24,"-",7975
"Carbajal","Salud","CA","N00037015","C001112",24,"+",118
"Carson","André","IN","N00029513","C001072",7,"-",0
"Carson","André","IN","N00029513","C001072",7,"+",600
"Carter","Earl","GA","N00035346","C001103",1,"-",29000
"Carter","Earl","GA","N00035346","C001103",1,"+",0
"Carter","John","TX","N00025095","C001051",31,"-",14000
"Carter","John","TX","N00025095","C001051",31,"+",0
"Cartwright","Matthew","PA","N00034128","C001090",8,"-",5000
"Cartwright","Matthew","PA","N00034128","C001090",8,"+",0
"Castor","Kathy","FL","N00027514","C001066",14,"-",1000
"Castor","Kathy","FL","N00027514","C001066",14,"+",0
"Castro","Joaquin","TX","N00033316","C001091",20,"-",4200
"Castro","Joaquin","TX","N00033316","C001091",20,"+",0
"Chabot","Steve","OH","N00003689","C000266",1,"-",12100
"Chabot","Steve","OH","N00003689","C000266",1,"+",100
"Cheney","Liz","WY","N00035504","C001109",0,"-",19000
"Cheney","Liz","WY","N00035504","C001109",0,"+",0
"Chu","Judy","CA","N00030600","C001080",28,"-",4000
"Chu","Judy","CA","N00030600","C001080",28,"+",0
"Cicilline","David","RI","N00032019","C001084",1,"-",460
"Cicilline","David","RI","N00032019","C001084",1,"+",0
"Clark","Katherine","MA","N00035278","C001101",5,"-",5000
"Clark","Katherine","MA","N00035278","C001101",5,"+",0
"Clarke","Yvette","NY","N00026961","C001067",9,"-",17000
"Clarke","Yvette","NY","N00026961","C001067",9,"+",0
"Clay","Wm.","MO","N00012460","C001049",1,"-",6500
"Clay","Wm.","MO","N00012460","C001049",1,"+",0
"Cleaver","Emanuel","MO","N00026790","C001061",5,"-",1500
"Cleaver","Emanuel","MO","N00026790","C001061",5,"+",3700
"Cloud","Michael","TX","N00041882","C001115",27,"-",2000
"Cloud","Michael","TX","N00041882","C001115",27,"+",0
"Clyburn","James","SC","N00002408","C000537",6,"-",43000
"Clyburn","James","SC","N00002408","C000537",6,"+",0
"Coffman","Mike","CO","N00024753","C001077",6,"-",58300
"Coffman","Mike","CO","N00024753","C001077",6,"+",2000
"Cole","Tom","OK","N00025726","C001053",4,"-",31200
"Cole","Tom","OK","N00025726","C001053",4,"+",2793
"Collins","Chris","NY","N00001285","C001092",27,"-",18400
"Collins","Chris","NY","N00001285","C001092",27,"+",855
"Collins","Doug","GA","N00033518","C001093",9,"-",9000
"Collins","Doug","GA","N00033518","C001093",9,"+",0
"Comer","James","KY","N00038260","C001108",1,"-",8500
"Comer","James","KY","N00038260","C001108",1,"+",2500
"Comstock","Barbara","VA","N00036023","C001105",10,"-",46050
"Comstock","Barbara","VA","N00036023","C001105",10,"+",0
"Conaway","K.","TX","N00026041","C001062",11,"-",9500
"Conaway","K.","TX","N00026041","C001062",11,"+",8693
"Connolly","Gerald","VA","N00029891","C001078",11,"-",6500
"Connolly","Gerald","VA","N00029891","C001078",11,"+",0
"Cook","Paul","CA","N00034224","C001094",8,"-",17500
"Cook","Paul","CA","N00034224","C001094",8,"+",2700
"Cooper","Jim","TN","N00003132","C000754",5,"-",4000
"Cooper","Jim","TN","N00003132","C000754",5,"+",0
"Correa","J.","CA","N00037260","C001110",46,"-",14000
"Correa","J.","CA","N00037260","C001110",46,"+",0
"Costa","Jim","CA","N00026341","C001059",21,"-",36750
"Costa","Jim","CA","N00026341","C001059",21,"+",0
"Costello","Ryan","PA","N00031064","C001106",6,"-",-500
"Costello","Ryan","PA","N00031064","C001106",6,"+",1000
"Courtney","Joe","CT","N00024842","C001069",2,"-",5000
"Courtney","Joe","CT","N00024842","C001069",2,"+",0
"Crawford","Eric","AR","N00030770","C001087",1,"-",9500
"Crawford","Eric","AR","N00030770","C001087",1,"+",0
"Crist","Charlie","FL","N00002942","C001111",13,"-",1500
"Crist","Charlie","FL","N00002942","C001111",13,"+",250
"Crowley","Joseph","NY","N00001127","C001038",14,"-",33500
"Crowley","Joseph","NY","N00001127","C001038",14,"+",500
"Cuellar","Henry","TX","N00024978","C001063",28,"-",53950
"Cuellar","Henry","TX","N00024978","C001063",28,"+",250
"Culberson","John","TX","N00009738","C001048",7,"-",108427
"Culberson","John","TX","N00009738","C001048",7,"+",4700
"Cummings","Elijah","MD","N00001971","C000984",7,"-",10000
"Cummings","Elijah","MD","N00001971","C000984",7,"+",0
"Curbelo","Carlos","FL","N00035403","C001107",26,"-",31500
"Curbelo","Carlos","FL","N00035403","C001107",26,"+",1000
"Curtis","John","UT","N00041221","C001114",3,"-",19400
"Curtis","John","UT","N00041221","C001114",3,"+",0
"Cárdenas","Tony","CA","N00033373","C001097",29,"-",26000
"Cárdenas","Tony","CA","N00033373","C001097",29,"+",0
"Davidson","Warren","OH","N00038767","D000626",8,"-",2500
"Davidson","Warren","OH","N00038767","D000626",8,"+",0
"Davis","Danny","IL","N00004884","D000096",7,"-",7000
"Davis","Danny","IL","N00004884","D000096",7,"+",0
"Davis","Rodney","IL","N00034784","D000619",13,"-",36450
"Davis","Rodney","IL","N00034784","D000619",13,"+",9000
"Davis","Susan","CA","N00009604","D000598",53,"-",2000
"Davis","Susan","CA","N00009604","D000598",53,"+",0
"DeFazio","Peter","OR","N00007781","D000191",4,"-",4050
"DeFazio","Peter","OR","N00007781","D000191",4,"+",0
"DeGette","Diana","CO","N00006134","D000197",1,"-",4500
"DeGette","Diana","CO","N00006134","D000197",1,"+",0
"DeLauro","Rosa","CT","N00000615","D000216",3,"-",1500
"DeLauro","Rosa","CT","N00000615","D000216",3,"+",0
"DeSantis","Ron","FL","N00034746","D000621",6,"-",2700
"DeSantis","Ron","FL","N00034746","D000621",6,"+",0
"DeSaulnier","Mark","CA","N00030709","D000623",10,"-",2000
"DeSaulnier","Mark","CA","N00030709","D000623",10,"+",1700
"DelBene","Suzan","WA","N00030693","D000617",1,"-",3185
"DelBene","Suzan","WA","N00030693","D000617",1,"+",0
"Delaney","John","MD","N00033897","D000620",6,"-",2700
"Delaney","John","MD","N00033897","D000620",6,"+",1000
"Demings","Val","FL","N00033449","D000627",10,"-",4000
"Demings","Val","FL","N00033449","D000627",10,"+",0
"Denham","Jeff","CA","N00031593","D000612",10,"-",125226
"Denham","Jeff","CA","N00031593","D000612",10,"+",10687
"Deutch","Theodore","FL","N00031317","D000610",22,"-",5800
"Deutch","Theodore","FL","N00031317","D000610",22,"+",2000
"Diaz-Balart","Mario","FL","N00025337","D000600",26,"-",12000
"Diaz-Balart","Mario","FL","N00025337","D000600",26,"+",0
"Dingell","Debbie","MI","N00036149","D000624",6,"-",12500
"Dingell","Debbie","MI","N00036149","D000624",6,"+",250
"Doggett","Lloyd","TX","N00006023","D000399",37,"-",2700
"Doggett","Lloyd","TX","N00006023","D000399",37,"+",0
"Donovan","Daniel","NY","N00036928","D000625",11,"-",39700
"Donovan","Daniel","NY","N00036928","D000625",11,"+",2000
"Doyle","Michael","PA","N00001373","D000482",18,"-",6000
"Doyle","Michael","PA","N00001373","D000482",18,"+",2700
"Duffy","Sean","WI","N00030967","D000614",7,"-",22400
"Duffy","Sean","WI","N00030967","D000614",7,"+",0
"Duncan","Jeff","SC","N00030752","D000615",3,"-",31000
"Duncan","Jeff","SC","N00030752","D000615",3,"+",1000
"Dunn","Neal","FL","N00037442","D000628",2,"-",6500
"Dunn","Neal","FL","N00037442","D000628",2,"+",0
"Ellison","Keith","MN","N00028257","E000288",5,"-",890
"Ellison","Keith","MN","N00028257","E000288",5,"+",640
"Emmer","Tom","MN","N00035440","E000294",6,"-",13700
"Emmer","Tom","MN","N00035440","E000294",6,"+",11803
"Engel","Eliot","NY","N00001003","E000179",16,"-",17200
"Engel","Eliot","NY","N00001003","E000179",16,"+",2000
"Eshoo","Anna","CA","N00007335","E000215",16,"-",2000
"Eshoo","Anna","CA","N00007335","E000215",16,"+",8400
"Espaillat","Adriano","NY","N00034549","E000297",13,"-",2500
"Espaillat","Adriano","NY","N00034549","E000297",13,"+",0
"Estes","Ron","KS","N00040712","E000298",4,"-",35200
"Estes","Ron","KS","N00040712","E000298",4,"+",5400
"Esty","Elizabeth","CT","N00033217","E000293",5,"-",3725
"Esty","Elizabeth","CT","N00033217","E000293",5,"+",0
"Evans","Dwight","PA","N00038450","E000296",3,"-",2175
"Evans","Dwight","PA","N00038450","E000296",3,"+",0
"Faso","John","NY","N00037288","F000464",19,"-",44117
"Faso","John","NY","N00037288","F000464",19,"+",7287
"Ferguson","A.","GA","N00039090","F000465",3,"-",14350
"Ferguson","A.","GA","N00039090","F000465",3,"+",0
"Fitzpatrick","Brian","PA","N00038779","F000466",1,"-",39553
"Fitzpatrick","Brian","PA","N00038779","F000466",1,"+",5287
"Fleischmann","Charles","TN","N00030815","F000459",3,"-",10000
"Fleischmann","Charles","TN","N00030815","F000459",3,"+",0
"Flores","Bill","TX","N00031545","F000461",17,"-",64800
"Flores","Bill","TX","N00031545","F000461",17,"+",0
"Fortenberry","Jeff","NE","N00026631","F000449",1,"-",6700
"Fortenberry","Jeff","NE","N00026631","F000449",1,"+",1000
"Foster","Bill","IL","N00029139","F000454",11,"-",12950
"Foster","Bill","IL","N00029139","F000454",11,"+",2800
"Foxx","Virginia","NC","N00026166","F000450",5,"-",26000
"Foxx","Virginia","NC","N00026166","F000450",5,"+",500
"Frankel","Lois","FL","N00002893","F000462",22,"-",1500
"Frankel","Lois","FL","N00002893","F000462",22,"+",0
"Frelinghuysen","Rodney","NJ","N00000684","F000372",11,"-",6000
"Frelinghuysen","Rodney","NJ","N00000684","F000372",11,"+",0
"Fudge","Marcia","OH","N00030490","F000455",11,"-",5000
"Fudge","Marcia","OH","N00030490","F000455",11,"+",0
"Gabbard","Tulsi","HI","N00033281","G000571",2,"-",4051
"Gabbard","Tulsi","HI","N00033281","G000571",2,"+",650
"Gaetz","Matt","FL","N00039503","G000578",1,"-",5400
"Gaetz","Matt","FL","N00039503","G000578",1,"+",0
"Gallagher","Mike","WI","N00039330","G000579",8,"-",31100
"Gallagher","Mike","WI","N00039330","G000579",8,"+",800
"Gallego","Ruben","AZ","N00036097","G000574",3,"-",5050
"Gallego","Ruben","AZ","N00036097","G000574",3,"+",0
"Garamendi","John","CA","N00030856","G000559",8,"-",2000
"Garamendi","John","CA","N00030856","G000559",8,"+",1000
"Garrett","Thomas","VA","N00038847","G000580",5,"-",14100
"Garrett","Thomas","VA","N00038847","G000580",5,"+",0
"Gianforte","Greg","MT","N00040733","G000584",0,"-",77918
"Gianforte","Greg","MT","N00040733","G000584",0,"+",5900
"Gibbs","Bob","OH","N00031128","G000563",7,"-",16500
"Gibbs","Bob","OH","N00031128","G000563",7,"+",1000
"Gohmert","Louie","TX","N00026148","G000552",1,"-",10250
"Gohmert","Louie","TX","N00026148","G000552",1,"+",0
"Gomez","Jimmy","CA","N00040597","G000585",34,"-",2500
"Gomez","Jimmy","CA","N00040597","G000585",34,"+",0
"Gonzalez","Vicente","TX","N00038809","G000581",34,"-",26000
"Gonzalez","Vicente","TX","N00038809","G000581",34,"+",0
"Gosar","Paul","AZ","N00030771","G000565",9,"-",24500
"Gosar","Paul","AZ","N00030771","G000565",9,"+",2250
"Gottheimer","Josh","NJ","N00036944","G000583",5,"-",27500
"Gottheimer","Josh","NJ","N00036944","G000583",5,"+",6500
"Gowdy","Trey","SC","N00030880","G000566",4,"-",1250
"Gowdy","Trey","SC","N00030880","G000566",4,"+",0
"Granger","Kay","TX","N00008799","G000377",12,"-",38700
"Granger","Kay","TX","N00008799","G000377",12,"+",0
"Graves","Garret","LA","N00036135","G000577",6,"-",54600
"Graves","Garret","LA","N00036135","G000577",6,"+",6400
"Graves","Sam","MO","N00013323","G000546",6,"-",18520
"Graves","Sam","MO","N00013323","G000546",6,"+",3500
"Graves","Tom","GA","N00030788","G000560",14,"-",22700
"Graves","Tom","GA","N00030788","G000560",14,"+",0
"Griffith","H.","VA","N00032029","G000568",9,"-",41000
"Griffith","H.","VA","N00032029","G000568",9,"+",0
"Grothman","Glenn","WI","N00036409","G000576",6,"-",21400
"Grothman","Glenn","WI","N00036409","G000576",6,"+",750
"Guthrie","Brett","KY","N00029675","G000558",2,"-",24300
"Guthrie","Brett","KY","N00029675","G000558",2,"+",0
"Handel","Karen","GA","N00035477","H001078",6,"-",40325
"Handel","Karen","GA","N00035477","H001078",6,"+",0
"Harper","Gregg","MS","N00029632","H001045",3,"-",-6500
"Harper","Gregg","MS","N00029632","H001045",3,"+",0
"Harris","Andy","MD","N00029147","H001052",1,"-",10350
"Harris","Andy","MD","N00029147","H001052",1,"+",0
"Hartzler","Vicky","MO","N00031005","H001053",4,"-",8000
"Hartzler","Vicky","MO","N00031005","H001053",4,"+",2500
"Hastings","Alcee","FL","N00002884","H000324",20,"-",1000
"Hastings","Alcee","FL","N00002884","H000324",20,"+",0
"Heck","Denny","WA","N00031557","H001064",10,"-",6500
"Heck","Denny","WA","N00031557","H001064",10,"+",250
"Hern","Kevin","OK","N00040829","H001082",1,"-",22511
"Hern","Kevin","OK","N00040829","H001082",1,"+",1000
"Herrera Beutler","Jaime","WA","N00031559","H001056",3,"-",9500
"Herrera Beutler","Jaime","WA","N00031559","H001056",3,"+",0
"Hice","Jody","GA","N00032243","H001071",10,"-",6000
"Hice","Jody","GA","N00032243","H001071",10,"+",1500
"Higgins","Brian","NY","N00027060","H001038",26,"-",5500
"Higgins","Brian","NY","N00027060","H001038",26,"+",0
"Higgins","Clay","LA","N00039953","H001077",3,"-",21450
"Higgins","Clay","LA","N00039953","H001077",3,"+",250
"Hill","J.","AR","N00035792","H001072",2,"-",22400
"Hill","J.","AR","N00035792","H001072",2,"+",0
"Himes","James","CT","N00029070","H001047",4,"-",2000
"Himes","James","CT","N00029070","H001047",4,"+",0
"Holding","George","NC","N00033399","H001065",2,"-",37200
"Holding","George","NC","N00033399","H001065",2,"+",1000
"Hollingsworth","Trey","IN","N00038429","H001074",9,"-",18500
"Hollingsworth","Trey","IN","N00038429","H001074",9,"+",8500
"Hoyer","Steny","MD","N00001821","H000874",5,"-",86500
"Hoyer","Steny","MD","N00001821","H000874",5,"+",250
"Hudson","Richard","NC","N00033630","H001067",9,"-",44000
"Hudson","Richard","NC","N00033630","H001067",9,"+",250
"Huffman","Jared","CA","N00033030","H001068",2,"-",5500
"Huffman","Jared","CA","N00033030","H001068",2,"+",1580
"Huizenga","Bill","MI","N00030673","H001058",4,"-",26000
"Huizenga","Bill","MI","N00030673","H001058",4,"+",0
"Hultgren","Randy","IL","N00031104","H001059",14,"-",24500
"Hultgren","Randy","IL","N00031104","H001059",14,"+",0
"Hunter","Duncan","CA","N00029258","H001048",50,"-",0
"Hunter","Duncan","CA","N00029258","H001048",50,"+",0
"Hurd","Will","TX","N00031417","H001073",23,"-",140050
"Hurd","Will","TX","N00031417","H001073",23,"+",4950
"Issa","Darrell","CA","N00007017","I000056",48,"-",6800
"Issa","Darrell","CA","N00007017","I000056",48,"+",0
"Jackson Lee","Sheila","TX","N00005818","J000032",18,"-",4300
"Jackson Lee","Sheila","TX","N00005818","J000032",18,"+",0
"Jayapal","Pramila","WA","N00038858","J000298",7,"-",1350
"Jayapal","Pramila","WA","N00038858","J000298",7,"+",690
"Jeffries","Hakeem","NY","N00033640","J000294",8,"-",4500
"Jeffries","Hakeem","NY","N00033640","J000294",8,"+",0
"Jenkins","Evan","WV","N00035531","J000297",3,"-",51150
"Jenkins","Evan","WV","N00035531","J000297",3,"+",2000
"Johnson","Bill","OH","N00032088","J000292",6,"-",96600
"Johnson","Bill","OH","N00032088","J000292",6,"+",0
"Johnson","Henry","GA","N00027848","J000288",4,"-",2500
"Johnson","Henry","GA","N00027848","J000288",4,"+",0
"Johnson","Mike","LA","N00039106","J000299",4,"-",35200
"Johnson","Mike","LA","N00039106","J000299",4,"+",0
"Jones","Walter","NC","N00002299","J000255",3,"-",12400
"Jones","Walter","NC","N00002299","J000255",3,"+",0
"Jordan","Jim","OH","N00027894","J000289",4,"-",8000
"Jordan","Jim","OH","N00027894","J000289",4,"+",0
"Joyce","David","OH","N00035007","J000295",14,"-",37525
"Joyce","David","OH","N00035007","J000295",14,"+",0
"Kaptur","Marcy","OH","N00003522","K000009",9,"-",10000
"Kaptur","Marcy","OH","N00003522","K000009",9,"+",250
"Katko","John","NY","N00035934","K000386",24,"-",30543
"Katko","John","NY","N00035934","K000386",24,"+",250
"Keating","William","MA","N00031933","K000375",9,"-",9500
"Keating","William","MA","N00031933","K000375",9,"+",0
"Kelly","Mike","PA","N00031647","K000376",16,"-",30300
"Kelly","Mike","PA","N00031647","K000376",16,"+",2700
"Kelly","Robin","IL","N00035215","K000385",2,"-",2000
"Kelly","Robin","IL","N00035215","K000385",2,"+",0
"Kelly","Trent","MS","N00037003","K000388",1,"-",8100
"Kelly","Trent","MS","N00037003","K000388",1,"+",0
"Kennedy","Joseph","MA","N00034044","K000379",4,"-",10050
"Kennedy","Joseph","MA","N00034044","K000379",4,"+",5650
"Khanna","Ro","CA","N00026427","K000389",17,"-",0
"Khanna","Ro","CA","N00026427","K000389",17,"+",27
"Kildee","Daniel","MI","N00033395","K000380",8,"-",5500
"Kildee","Daniel","MI","N00033395","K000380",8,"+",0
"Kilmer","Derek","WA","N00034453","K000381",6,"-",9750
"Kilmer","Derek","WA","N00034453","K000381",6,"+",0
"Kind","Ron","WI","N00004403","K000188",3,"-",16500
"Kind","Ron","WI","N00004403","K000188",3,"+",500
"King","Peter","NY","N00001193","K000210",2,"-",11400
"King","Peter","NY","N00001193","K000210",2,"+",0
"King","Steve","IA","N00025237","K000362",4,"-",1600
"King","Steve","IA","N00025237","K000362",4,"+",18593
"Kinzinger","Adam","IL","N00030667","K000378",16,"-",40950
"Kinzinger","Adam","IL","N00030667","K000378",16,"+",1000
"Knight","Steve","CA","N00035820","K000387",25,"-",43946
"Knight","Steve","CA","N00035820","K000387",25,"+",5287
"Krishnamoorthi","Raja","IL","N00033240","K000391",8,"-",22200
"Krishnamoorthi","Raja","IL","N00033240","K000391",8,"+",9950
"Kuster","Ann","NH","N00030875","K000382",2,"-",5200
"Kuster","Ann","NH","N00030875","K000382",2,"+",3700
"Kustoff","David","TN","N00025445","K000392",8,"-",7700
"Kustoff","David","TN","N00025445","K000392",8,"+",0
"LaHood","Darin","IL","N00037031","L000585",16,"-",36150
"LaHood","Darin","IL","N00037031","L000585",16,"+",13700
"LaMalfa","Doug","CA","N00033987","L000578",1,"-",10500
"LaMalfa","Doug","CA","N00033987","L000578",1,"+",50
"Lamb","Conor","PA","N00041870","L000588",17,"-",26250
"Lamb","Conor","PA","N00041870","L000588",17,"+",9595
"Lamborn","Doug","CO","N00028133","L000564",5,"-",18500
"Lamborn","Doug","CO","N00028133","L000564",5,"+",0
"Lance","Leonard","NJ","N00000898","L000567",7,"-",28250
"Lance","Leonard","NJ","N00000898","L000567",7,"+",0
"Langevin","James","RI","N00009724","L000559",2,"-",1300
"Langevin","James","RI","N00009724","L000559",2,"+",0
"Larsen","Rick","WA","N00009759","L000560",2,"-",5000
"Larsen","Rick","WA","N00009759","L000560",2,"+",0
"Larson","John","CT","N00000575","L000557",1,"-",5950
"Larson","John","CT","N00000575","L000557",1,"+",1500
"Latta","Robert","OH","N00012233","L000566",5,"-",67575
"Latta","Robert","OH","N00012233","L000566",5,"+",2500
"Lawrence","Brenda","MI","N00034068","L000581",14,"-",6500
"Lawrence","Brenda","MI","N00034068","L000581",14,"+",0
"Lawson","Al","FL","N00030642","L000586",5,"-",3000
"Lawson","Al","FL","N00030642","L000586",5,"+",0
"Lee","Barbara","CA","N00008046","L000551",12,"-",4700
"Lee","Barbara","CA","N00008046","L000551",12,"+",500
"Lesko","Debbie","AZ","N00042056","L000589",8,"-",84900
"Lesko","Debbie","AZ","N00042056","L000589",8,"+",1000
"Lewis","Jason","MN","N00038400","L000587",2,"-",38230
"Lewis","Jason","MN","N00038400","L000587",2,"+",5287
"Lewis","John","GA","N00002577","L000287",5,"-",5604
"Lewis","John","GA","N00002577","L000287",5,"+",200
"Lieu","Ted","CA","N00035825","L000582",36,"-",2650
"Lieu","Ted","CA","N00035825","L000582",36,"+",0
"Lipinski","Daniel","IL","N00027239","L000563",3,"-",19900
"Lipinski","Daniel","IL","N00027239","L000563",3,"+",1000
"LoBiondo","Frank","NJ","N00000851","L000554",2,"-",-2000
"LoBiondo","Frank","NJ","N00000851","L000554",2,"+",0
"Loebsack","David","IA","N00027741","L000565",2,"-",7500
"Loebsack","David","IA","N00027741","L000565",2,"+",5000
"Lofgren","Zoe","CA","N00007479","L000397",18,"-",0
"Lofgren","Zoe","CA","N00007479","L000397",18,"+",10900
"Long","Billy","MO","N00030676","L000576",7,"-",25500
"Long","Billy","MO","N00030676","L000576",7,"+",0
"Loudermilk","Barry","GA","N00035347","L000583",11,"-",13500
"Loudermilk","Barry","GA","N00035347","L000583",11,"+",0
"Love","Mia","UT","N00033842","L000584",4,"-",29311
"Love","Mia","UT","N00033842","L000584",4,"+",1095
"Lowenthal","Alan","CA","N00033274","L000579",47,"-",9200
"Lowenthal","Alan","CA","N00033274","L000579",47,"+",0
"Lowey","Nita","NY","N00001024","L000480",17,"-",6200
"Lowey","Nita","NY","N00001024","L000480",17,"+",0
"Lucas","Frank","OK","N00005559","L000491",3,"-",21000
"Lucas","Frank","OK","N00005559","L000491",3,"+",0
"Luetkemeyer","Blaine","MO","N00030026","L000569",3,"-",8250
"Luetkemeyer","Blaine","MO","N00030026","L000569",3,"+",500
"Lynch","Stephen","MA","N00013855","L000562",8,"-",2750
"Lynch","Stephen","MA","N00013855","L000562",8,"+",0
"MacArthur","Tom","NJ","N00036155","M001193",3,"-",16928
"MacArthur","Tom","NJ","N00036155","M001193",3,"+",0
"Maloney","Carolyn","NY","N00000078","M000087",12,"-",3600
"Maloney","Carolyn","NY","N00000078","M000087",12,"+",0
"Maloney","Sean","NY","N00034277","M001185",18,"-",1000
"Maloney","Sean","NY","N00034277","M001185",18,"+",0
"Marchant","Kenny","TX","N00026710","M001158",24,"-",28000
"Marchant","Kenny","TX","N00026710","M001158",24,"+",0
