"last_name","first_name","birthday","gender","type","state","district","bioguide_id","opensecrets_id"
"Long","Billy",1955-08-11,"M","rep","MO",7,"L000576","N00030676"
"Maloney","Carolyn",1946-02-19,"F","rep","NY",12,"M000087","N00000078"
"McKinley","David",1947-03-28,"M","rep","WV",1,"M001180","N00031681"
"McNerney","Jerry",1951-06-18,"M","rep","CA",9,"M001166","N00026926"
"Palazzo","Steven",1970-02-21,"M","rep","MS",4,"P000601","N00031958"
"Perlmutter","Ed",1953-05-01,"M","rep","CO",7,"P000593","N00027510"
"Price","David",1940-08-17,"M","rep","NC",4,"P000523","N00002260"
"Roybal-Allard","Lucille",1941-06-12,"F","rep","CA",40,"R000486","N00006671"
"Rush","Bobby",1946-11-23,"M","rep","IL",1,"R000515","N00004887"
"Ryan","Tim",1973-07-16,"M","rep","OH",13,"R000577","N00025280"
"Schrader","Kurt",1951-10-19,"M","rep","OR",5,"S001180","N00030071"
"Sires","Albio",1951-01-26,"M","rep","NJ",8,"S001165","N00027523"
"Speier","Jackie",1950-05-14,"F","rep","CA",14,"S001175","N00029649"
"Upton","Fred",1953-04-23,"M","rep","MI",6,"U000031","N00004133"
"Yarmuth","John",1947-11-04,"M","rep","KY",3,"Y000062","N00028073"
"Lowenthal","Alan",1941-03-08,"M","rep","CA",47,"L000579","N00033274"
"Davis","Rodney",1970-01-05,"M","rep","IL",13,"D000619","N00034784"
"Bustos","Cheri",1961-10-17,"F","rep","IL",17,"B001286","N00033390"
"Maloney","Sean",1966-07-30,"M","rep","NY",18,"M001185","N00034277"
"Rice","Tom",1957-08-04,"M","rep","SC",7,"R000597","N00033832"
"Hice","Jody",1960-04-22,"M","rep","GA",10,"H001071","N00032243"
"Lawrence","Brenda",1954-10-18,"F","rep","MI",14,"L000581","N00034068"
"Zeldin","Lee",1980-01-30,"M","rep","NY",1,"Z000017","N00029404"
"Rice","Kathleen",1965-02-15,"F","rep","NY",4,"R000602","N00035927"
"Katko","John",1962-11-09,"M","rep","NY",24,"K000386","N00035934"
"O’Halleran","Tom",1946-01-24,"M","rep","AZ",1,"O000171","N00037515"
"Lawson","Al",1948-09-23,"M","rep","FL",5,"L000586","N00030642"
"Murphy","Stephanie",1978-09-16,"F","rep","FL",7,"M001202","N00040133"
"Demings","Val",1957-03-12,"F","rep","FL",10,"D000627","N00033449"
"Hollingsworth","Trey",1983-09-12,"M","rep","IN",9,"H001074","N00038429"
"Brown","Anthony",1961-11-21,"M","rep","MD",4,"B001304","N00036999"
"Cheney","Liz",1966-07-28,"F","rep","WY",0,"C001109","N00035504"
"Lamb","Conor",1984-06-27,"M","rep","PA",17,"L000588","N00041870"
"Kirkpatrick","Ann",1950-03-24,"F","rep","AZ",2,"K000368","N00029260"
"Axne","Cynthia",1965-04-20,"F","rep","IA",3,"A000378","N00041104"
"Levin","Andy",1960-08-10,"M","rep","MI",9,"L000592","N00042149"
"Malinowski","Tom",1965-09-23,"M","rep","NJ",7,"M001203","N00041843"
"Gonzalez","Anthony",1984-09-18,"M","rep","OH",16,"G000588","N00041690"
"Taylor","Van",1972-08-01,"M","rep","TX",3,"T000479","N00027709"
"Luria","Elaine",1975-08-15,"F","rep","VA",2,"L000591","N00042293"
"Keller","Fred",1965-10-23,"M","rep","PA",12,"K000395","N00044065"
"Jacobs","Chris",1966-11-28,"M","rep","NY",27,"J000020","N00044575"
"Bourdeaux","Carolyn",1970-06-03,"F","rep","GA",7,"B001312","N00041791"
"Kahele","Kaialiʻi",1974-03-28,"M","rep","HI",2,"K000396","N00044007"
"Newman","Marie",1964-04-13,"F","rep","IL",3,"N000192","N00040891"
"Meijer","Peter",1988-01-10,"M","rep","MI",3,"M001186","N00044884"
"Cawthorn","Madison",1995-08-01,"M","rep","NC",11,"C001104","N00046252"
"Herrell","Yvette",1964-03-16,"F","rep","NM",2,"H001084","N00041454"
"Jones","Mondaire",1987-05-18,"M","rep","NY",17,"J000306","N00044908"
"Conway","Connie",1950-09-25,"F","rep","CA",22,"C001128","N00050064"
"Flores","Mayra",1986-01-01,"F","rep","TX",34,"F000473","N00048049"
"Sempolinski","Joseph",1983-02-10,"M","rep","NY",23,"S001219","N00048747"
"Cicilline","David",1961-07-15,"M","rep","RI",1,"C001084","N00032019"
"Stewart","Chris",1960-07-15,"M","rep","UT",2,"S001192","N00033932"
"McCarthy","Kevin",1965-01-26,"M","rep","CA",20,"M001165","N00028152"
"Johnson","Bill",1954-11-10,"M","rep","OH",6,"J000292","N00032088"
"Higgins","Brian",1959-10-06,"M","rep","NY",26,"H001038","N00027060"
"Aderholt","Robert",1965-07-22,"M","rep","AL",4,"A000055","N00003028"
"Bilirakis","Gus",1963-02-08,"M","rep","FL",12,"B001257","N00027462"
"Bishop","Sanford",1947-02-04,"M","rep","GA",2,"B000490","N00002674"
"Blumenauer","Earl",1948-08-16,"M","rep","OR",3,"B000574","N00007727"
"Buchanan","Vern",1951-05-08,"M","rep","FL",16,"B001260","N00027626"
"Bucshon","Larry",1962-05-31,"M","rep","IN",8,"B001275","N00031227"
"Burgess","Michael",1950-12-23,"M","rep","TX",26,"B001248","N00025219"
"Calvert","Ken",1953-06-08,"M","rep","CA",41,"C000059","N00007099"
"Carson","André",1974-10-16,"M","rep","IN",7,"C001072","N00029513"
"Carter","John",1941-11-06,"M","rep","TX",31,"C001051","N00025095"
"Castor","Kathy",1966-08-20,"F","rep","FL",14,"C001066","N00027514"
"Chu","Judy",1953-07-07,"F","rep","CA",28,"C001080","N00030600"
"Clarke","Yvette",1964-11-21,"F","rep","NY",9,"C001067","N00026961"
"Cleaver","Emanuel",1944-10-26,"M","rep","MO",5,"C001061","N00026790"
"Clyburn","James",1940-07-21,"M","rep","SC",6,"C000537","N00002408"
"Cohen","Steve",1949-05-24,"M","rep","TN",9,"C001068","N00003225"
"Cole","Tom",1949-04-28,"M","rep","OK",4,"C001053","N00025726"
"Connolly","Gerald",1950-03-30,"M","rep","VA",11,"C001078","N00029891"
"Costa","Jim",1952-04-13,"M","rep","CA",21,"C001059","N00026341"
"Courtney","Joe",1953-04-06,"M","rep","CT",2,"C001069","N00024842"
"Crawford","Eric",1966-01-22,"M","rep","AR",1,"C001087","N00030770"
"Cuellar","Henry",1955-09-19,"M","rep","TX",28,"C001063","N00024978"
"Davis","Danny",1941-09-06,"M","rep","IL",7,"D000096","N00004884"
"DeGette","Diana",1957-07-29,"F","rep","CO",1,"D000197","N00006134"
"DeLauro","Rosa",1943-03-02,"F","rep","CT",3,"D000216","N00000615"
"DesJarlais","Scott",1964-02-21,"M","rep","TN",4,"D000616","N00030957"
"Diaz-Balart","Mario",1961-09-25,"M","rep","FL",26,"D000600","N00025337"
"Doggett","Lloyd",1946-10-06,"M","rep","TX",37,"D000399","N00006023"
"Duncan","Jeff",1966-01-07,"M","rep","SC",3,"D000615","N00030752"
"Eshoo","Anna",1942-12-13,"F","rep","CA",16,"E000215","N00007335"
"Fleischmann","Charles",1962-10-11,"M","rep","TN",3,"F000459","N00030815"
"Foxx","Virginia",1943-06-29,"F","rep","NC",5,"F000450","N00026166"
"Garamendi","John",1945-01-24,"M","rep","CA",8,"G000559","N00030856"
"Gosar","Paul",1958-11-22,"M","rep","AZ",9,"G000565","N00030771"
"Granger","Kay",1943-01-18,"F","rep","TX",12,"G000377","N00008799"
"Graves","Sam",1963-11-07,"M","rep","MO",6,"G000546","N00013323"
"Green","Al",1947-09-01,"M","rep","TX",9,"G000553","N00026686"
"Griffith","H.",1958-03-15,"M","rep","VA",9,"G000568","N00032029"
"Grijalva","Raúl",1948-02-19,"M","rep","AZ",7,"G000551","N00025284"
"Guthrie","Brett",1964-02-18,"M","rep","KY",2,"G000558","N00029675"
"Harris","Andy",1957-01-25,"M","rep","MD",1,"H001052","N00029147"
"Himes","James",1966-07-05,"M","rep","CT",4,"H001047","N00029070"
"Hoyer","Steny",1939-06-14,"M","rep","MD",5,"H000874","N00001821"
"Huizenga","Bill",1969-01-31,"M","rep","MI",4,"H001058","N00030673"
"Jackson Lee","Sheila",1950-01-12,"F","rep","TX",18,"J000032","N00005818"
"Johnson","Henry",1954-10-02,"M","rep","GA",4,"J000288","N00027848"
"Jordan","Jim",1964-02-17,"M","rep","OH",4,"J000289","N00027894"
"Kaptur","Marcy",1946-06-17,"F","rep","OH",9,"K000009","N00003522"
"Keating","William",1952-09-06,"M","rep","MA",9,"K000375","N00031933"
"Kelly","Mike",1948-05-10,"M","rep","PA",16,"K000376","N00031647"
"Lamborn","Doug",1954-05-24,"M","rep","CO",5,"L000564","N00028133"
"Larsen","Rick",1965-06-15,"M","rep","WA",2,"L000560","N00009759"
"Larson","John",1948-07-22,"M","rep","CT",1,"L000557","N00000575"
"Latta","Robert",1956-04-18,"M","rep","OH",5,"L000566","N00012233"
"Lee","Barbara",1946-07-16,"F","rep","CA",12,"L000551","N00008046"
"Lofgren","Zoe",1947-12-21,"F","rep","CA",18,"L000397","N00007479"
"Lucas","Frank",1960-01-06,"M","rep","OK",3,"L000491","N00005559"
"Luetkemeyer","Blaine",1952-05-07,"M","rep","MO",3,"L000569","N00030026"
"Lynch","Stephen",1955-03-31,"M","rep","MA",8,"L000562","N00013855"
"Matsui","Doris",1944-09-25,"F","rep","CA",7,"M001163","N00027459"
"McCaul","Michael",1962-01-14,"M","rep","TX",10,"M001157","N00026460"
"McClintock","Tom",1956-07-10,"M","rep","CA",5,"M001177","N00006863"
"McCollum","Betty",1954-07-12,"F","rep","MN",4,"M001143","N00012942"
"McGovern","James",1959-11-20,"M","rep","MA",2,"M000312","N00000179"
"McHenry","Patrick",1975-10-22,"M","rep","NC",10,"M001156","N00026627"
"McMorris Rodgers","Cathy",1969-05-22,"F","rep","WA",5,"M001159","N00026314"
"Meeks","Gregory",1953-09-25,"M","rep","NY",5,"M001137","N00001171"
"Moore","Gwen",1951-04-18,"F","rep","WI",4,"M001160","N00026914"
"Nadler","Jerrold",1947-06-13,"M","rep","NY",12,"N000002","N00000939"
"Napolitano","Grace",1936-12-04,"F","rep","CA",31,"N000179","N00006789"
"Neal","Richard",1949-02-14,"M","rep","MA",1,"N000015","N00000153"
"Pallone","Frank",1951-10-30,"M","rep","NJ",6,"P000034","N00000781"
"Pascrell","Bill",1937-01-25,"M","rep","NJ",9,"P000096","N00000751"
"Pelosi","Nancy",1940-03-26,"F","rep","CA",11,"P000197","N00007360"
"Pingree","Chellie",1955-04-02,"F","rep","ME",1,"P000597","N00013817"
"Posey","Bill",1947-12-18,"M","rep","FL",8,"P000599","N00029662"
"Quigley","Mike",1958-10-17,"M","rep","IL",5,"Q000023","N00030581"
"Rogers","Harold",1937-12-31,"M","rep","KY",5,"R000395","N00003473"
"Rogers","Mike",1958-07-16,"M","rep","AL",3,"R000575","N00024759"
"Ruppersberger","C.",1946-01-31,"M","rep","MD",2,"R000576","N00025482"
"Sarbanes","John",1962-05-22,"M","rep","MD",3,"S001168","N00027751"
"Scalise","Steve",1965-10-06,"M","rep","LA",1,"S001176","N00009660"
"Schakowsky","Janice",1944-05-26,"F","rep","IL",9,"S001145","N00004724"
"Schiff","Adam",1960-06-22,"M","rep","CA",30,"S001150","N00009585"
"Schweikert","David",1962-03-03,"M","rep","AZ",1,"S001183","N00006460"
"Scott","Austin",1969-12-10,"M","rep","GA",8,"S001189","N00032457"
"Scott","David",1945-06-27,"M","rep","GA",13,"S001157","N00024871"
"Scott","Robert",1947-04-30,"M","rep","VA",3,"S000185","N00002147"
"Sewell","Terri",1965-01-01,"F","rep","AL",7,"S001185","N00030622"
"Sherman","Brad",1954-10-24,"M","rep","CA",32,"S000344","N00006897"
"Simpson","Michael",1950-09-08,"M","rep","ID",2,"S001148","N00006263"
"Smith","Adam",1965-06-15,"M","rep","WA",9,"S000510","N00007833"
"Smith","Adrian",1970-12-19,"M","rep","NE",3,"S001172","N00027623"
"Smith","Christopher",1953-03-04,"M","rep","NJ",4,"S000522","N00009816"
"Sánchez","Linda",1969-01-28,"F","rep","CA",38,"S001156","N00024870"
"Thompson","Bennie",1948-01-28,"M","rep","MS",2,"T000193","N00003288"
"Thompson","Mike",1951-01-24,"M","rep","CA",4,"T000460","N00007419"
"Thompson","Glenn",1959-07-27,"M","rep","PA",15,"T000467","N00029736"
"Tonko","Paul",1949-06-18,"M","rep","NY",20,"T000469","N00030196"
"Turner","Michael",1960-01-11,"M","rep","OH",10,"T000463","N00025175"
"Velázquez","Nydia",1953-03-28,"F","rep","NY",7,"V000081","N00001102"
"Walberg","Tim",1951-04-12,"M","rep","MI",5,"W000798","N00026368"
"Wasserman Schultz","Debbie",1966-09-27,"F","rep","FL",25,"W000797","N00026106"
"Waters","Maxine",1938-08-15,"F","rep","CA",43,"W000187","N00006690"
"Webster","Daniel",1949-04-27,"M","rep","FL",11,"W000806","N00026335"
"Wilson","Joe",1947-07-31,"M","rep","SC",2,"W000795","N00024809"
"Wilson","Frederica",1942-11-05,"F","rep","FL",24,"W000808","N00030650"
"Wittman","Robert",1959-02-03,"M","rep","VA",1,"W000804","N00029459"
"Womack","Steve",1957-02-18,"M","rep","AR",3,"W000809","N00031857"
"Amodei","Mark",1958-06-12,"M","rep","NV",2,"A000369","N00031177"
"Bonamici","Suzanne",1954-10-14,"F","rep","OR",1,"B001278","N00033474"
"DelBene","Suzan",1962-02-17,"F","rep","WA",1,"D000617","N00030693"
"Massie","Thomas",1971-01-13,"M","rep","KY",4,"M001184","N00034041"
"Payne","Donald",1958-12-17,"M","rep","NJ",10,"P000604","N00034639"
"Foster","Bill",1955-10-07,"M","rep","IL",11,"F000454","N00029139"
"Titus","Dina",1950-05-23,"F","rep","NV",1,"T000468","N00030191"
"LaMalfa","Doug",1960-07-02,"M","rep","CA",1,"L000578","N00033987"
"Huffman","Jared",1964-02-18,"M","rep","CA",2,"H001068","N00033030"
"Bera","Ami",1965-03-02,"M","rep","CA",6,"B001287","N00030717"
"Swalwell","Eric",1980-11-16,"M","rep","CA",14,"S001193","N00033508"
"Brownley","Julia",1952-08-28,"F","rep","CA",26,"B001285","N00034254"
"Cárdenas","Tony",1963-03-31,"M","rep","CA",29,"C001097","N00033373"
"Ruiz","Raul",1972-08-25,"M","rep","CA",25,"R000599","N00033510"
"Takano","Mark",1960-12-10,"M","rep","CA",39,"T000472","N00006701"
"Vargas","Juan",1961-03-07,"M","rep","CA",52,"V000130","N00007021"
"Peters","Scott",1958-06-17,"M","rep","CA",50,"P000608","N00033591"
"Frankel","Lois",1948-05-16,"F","rep","FL",22,"F000462","N00002893"
"Barr","Garland",1973-07-24,"M","rep","KY",6,"B001282","N00031233"
"Kildee","Daniel",1958-08-11,"M","rep","MI",8,"K000380","N00033395"
"Wagner","Ann",1962-09-13,"F","rep","MO",2,"W000812","N00033106"
"Hudson","Richard",1971-11-04,"M","rep","NC",9,"H001067","N00033630"
"Kuster","Ann",1956-09-05,"F","rep","NH",2,"K000382","N00030875"
"Meng","Grace",1975-10-01,"F","rep","NY",6,"M001188","N00034547"
"Jeffries","Hakeem",1970-08-04,"M","rep","NY",8,"J000294","N00033640"
"Wenstrup","Brad",1958-06-17,"M","rep","OH",2,"W000815","N00033310"
"Beatty","Joyce",1950-03-12,"F","rep","OH",3,"B001281","N00033904"
"Joyce","David",1957-03-17,"M","rep","OH",14,"J000295","N00035007"
"Perry","Scott",1962-05-27,"M","rep","PA",10,"P000605","N00034120"
"Cartwright","Matthew",1961-05-01,"M","rep","PA",8,"C001090","N00034128"
"Weber","Randy",1953-07-02,"M","rep","TX",14,"W000814","N00033539"
"Castro","Joaquin",1974-09-16,"M","rep","TX",20,"C001091","N00033316"
"Williams","Roger",1949-09-13,"M","rep","TX",25,"W000816","N00030602"
"Veasey","Marc",1971-01-03,"M","rep","TX",33,"V000131","N00033839"
"Kilmer","Derek",1974-01-01,"M","rep","WA",6,"K000381","N00034453"
"Pocan","Mark",1964-08-14,"M","rep","WI",2,"P000607","N00033549"
"Kelly","Robin",1956-04-30,"F","rep","IL",2,"K000385","N00035215"
"Smith","Jason",1980-06-16,"M","rep","MO",8,"S001195","N00035282"
"Clark","Katherine",1963-07-17,"F","rep","MA",5,"C001101","N00035278"
"Norcross","Donald",1958-12-13,"M","rep","NJ",1,"N000188","N00036154"
"Adams","Alma",1946-05-27,"F","rep","NC",12,"A000370","N00035451"
"Palmer","Gary",1954-05-14,"M","rep","AL",6,"P000609","N00035691"
"Hill","J.",1956-12-05,"M","rep","AR",2,"H001072","N00035792"
"Westerman","Bruce",1967-11-18,"M","rep","AR",4,"W000821","N00035527"
"Gallego","Ruben",1979-11-20,"M","rep","AZ",3,"G000574","N00036097"
"DeSaulnier","Mark",1952-03-31,"M","rep","CA",10,"D000623","N00030709"
"Aguilar","Pete",1979-06-19,"M","rep","CA",33,"A000371","N00033997"
"Lieu","Ted",1969-03-29,"M","rep","CA",36,"L000582","N00035825"
"Torres","Norma",1965-04-04,"F","rep","CA",35,"T000474","N00036107"
"Buck","Ken",1959-02-16,"M","rep","CO",4,"B001297","N00030829"
"Carter","Earl",1957-09-06,"M","rep","GA",1,"C001103","N00035346"
"Loudermilk","Barry",1963-12-22,"M","rep","GA",11,"L000583","N00035347"
"Allen","Rick",1951-11-07,"M","rep","GA",12,"A000372","N00033720"
"Bost","Mike",1960-12-30,"M","rep","IL",12,"B001295","N00035420"
"Graves","Garret",1972-01-31,"M","rep","LA",6,"G000577","N00036135"
"Moulton","Seth",1978-10-24,"M","rep","MA",6,"M001196","N00035431"
"Moolenaar","John",1961-05-08,"M","rep","MI",2,"M001194","N00036275"
"Dingell","Debbie",1953-11-23,"F","rep","MI",6,"D000624","N00036149"
"Emmer","Tom",1961-03-03,"M","rep","MN",6,"E000294","N00035440"
"Rouzer","David",1972-02-16,"M","rep","NC",7,"R000603","N00033527"
"Watson Coleman","Bonnie",1945-02-06,"F","rep","NJ",12,"W000822","N00036158"
"Stefanik","Elise",1984-07-02,"F","rep","NY",21,"S001196","N00035523"
"Boyle","Brendan",1977-02-06,"M","rep","PA",2,"B001296","N00035307"
"Babin","Brian",1948-03-23,"M","rep","TX",36,"B001291","N00005736"
"Beyer","Donald",1950-06-20,"M","rep","VA",8,"B001292","N00036018"
"Newhouse","Dan",1955-07-10,"M","rep","WA",4,"N000189","N00036403"
"Grothman","Glenn",1955-07-03,"M","rep","WI",6,"G000576","N00036409"
"Mooney","Alexander",1971-06-05,"M","rep","WV",2,"M001195","N00033814"
"Kelly","Trent",1966-03-01,"M","rep","MS",1,"K000388","N00037003"
"LaHood","Darin",1968-07-05,"M","rep","IL",16,"L000585","N00037031"
"Davidson","Warren",1970-03-01,"M","rep","OH",8,"D000626","N00038767"
"Comer","James",1972-08-19,"M","rep","KY",1,"C001108","N00038260"
"Evans","Dwight",1954-05-16,"M","rep","PA",3,"E000296","N00038450"
"Schneider","Bradley",1961-08-20,"M","rep","IL",10,"S001190","N00033101"
"Biggs","Andy",1958-11-07,"M","rep","AZ",5,"B001302","N00039293"
"Khanna","Ro",1976-09-13,"M","rep","CA",17,"K000389","N00026427"
"Panetta","Jimmy",1969-10-01,"M","rep","CA",19,"P000613","N00038601"
"Carbajal","Salud",1964-11-18,"M","rep","CA",24,"C001112","N00037015"
"Barragán","Nanette",1976-09-15,"F","rep","CA",44,"B001300","N00037019"
"Correa","J.",1958-01-24,"M","rep","CA",46,"C001110","N00037260"
"Blunt Rochester","Lisa",1962-02-10,"F","rep","DE",0,"B001303","N00038414"
"Gaetz","Matt",1982-05-07,"M","rep","FL",1,"G000578","N00039503"
"Dunn","Neal",1953-02-16,"M","rep","FL",2,"D000628","N00037442"
"Rutherford","John",1952-09-02,"M","rep","FL",5,"R000609","N00039777"
"Soto","Darren",1978-02-25,"M","rep","FL",9,"S001200","N00037422"
"Mast","Brian",1980-07-10,"M","rep","FL",21,"M001199","N00037269"
"Ferguson","A.",1966-11-15,"M","rep","GA",3,"F000465","N00039090"
"Krishnamoorthi","Raja",1973-07-19,"M","rep","IL",8,"K000391","N00033240"
"Banks","Jim",1979-07-16,"M","rep","IN",3,"B001299","N00037185"
"Higgins","Clay",1961-08-24,"M","rep","LA",3,"H001077","N00039953"
"Johnson","Mike",1972-01-30,"M","rep","LA",4,"J000299","N00039106"
"Raskin","Jamie",1962-12-13,"M","rep","MD",8,"R000606","N00037036"
"Bergman","Jack",1947-02-02,"M","rep","MI",1,"B001301","N00039533"
"Bacon","Don",1963-08-16,"M","rep","NE",2,"B001298","N00037049"
"Gottheimer","Josh",1975-03-08,"M","rep","NJ",5,"G000583","N00036944"
"Espaillat","Adriano",1954-09-27,"M","rep","NY",13,"E000297","N00034549"
"Fitzpatrick","Brian",1973-12-17,"M","rep","PA",1,"F000466","N00038779"
"Smucker","Lloyd",1964-01-23,"M","rep","PA",11,"S001199","N00038781"
"Kustoff","David",1966-10-08,"M","rep","TN",8,"K000392","N00025445"
"Gonzalez","Vicente",1967-09-04,"M","rep","TX",34,"G000581","N00038809"
"Arrington","Jodey",1972-03-09,"M","rep","TX",19,"A000375","N00038285"
"Jayapal","Pramila",1965-09-21,"F","rep","WA",7,"J000298","N00038858"
"Gallagher","Mike",1984-03-03,"M","rep","WI",8,"G000579","N00039330"
"Estes","Ron",1956-07-19,"M","rep","KS",4,"E000298","N00040712"
"Norman","Ralph",1953-06-20,"M","rep","SC",5,"N000190","N00027783"
"Gomez","Jimmy",1974-11-25,"M","rep","CA",34,"G000585","N00040597"
"Curtis","John",1960-05-10,"M","rep","UT",3,"C001114","N00041221"
"Lesko","Debbie",1958-11-14,"F","rep","AZ",8,"L000589","N00042056"
"Cloud","Michael",1975-05-13,"M","rep","TX",27,"C001115","N00041882"
"Balderson","Troy",1962-01-16,"M","rep","OH",12,"B001306","N00042194"
"Hern","Kevin",1961-12-04,"M","rep","OK",1,"H001082","N00040829"
"Morelle","Joseph",1957-04-29,"M","rep","NY",25,"M001206","N00043207"
"Scanlon","Mary",1959-08-30,"F","rep","PA",5,"S001205","N00042706"
"Wild","Susan",1957-06-07,"F","rep","PA",7,"W000826","N00041997"
"Case","Ed",1952-09-27,"M","rep","HI",1,"C001055","N00025882"
"Horsford","Steven",1973-04-29,"M","rep","NV",4,"H001066","N00033638"
"Stanton","Greg",1970-03-08,"M","rep","AZ",4,"S001211","N00041750"
"Harder","Josh",1986-08-01,"M","rep","CA",9,"H001090","N00040853"
"Porter","Katie",1974-01-03,"F","rep","CA",47,"P000618","N00040865"
"Levin","Mike",1978-10-28,"M","rep","CA",49,"L000593","N00040667"
"Neguse","Joe",1984-05-13,"M","rep","CO",2,"N000191","N00041080"
"Crow","Jason",1979-03-15,"M","rep","CO",6,"C001121","N00040876"
"Hayes","Jahana",1973-03-08,"F","rep","CT",5,"H001081","N00043421"
"Waltz","Michael",1974-01-31,"M","rep","FL",6,"W000823","N00042403"
"Steube","W.",1978-05-19,"M","rep","FL",17,"S001214","N00042808"
"McBath","Lucy",1960-06-01,"F","rep","GA",7,"M001208","N00042813"
"Fulcher","Russ",1973-07-19,"M","rep","ID",1,"F000469","N00041335"
"García","Jesús",1956-04-12,"M","rep","IL",4,"G000586","N00042114"
"Casten","Sean",1971-11-23,"M","rep","IL",6,"C001117","N00041338"
"Underwood","Lauren",1986-10-04,"F","rep","IL",14,"U000040","N00041569"
"Baird","James",1945-06-04,"M","rep","IN",4,"B001307","N00041954"
"Pence","Greg",1956-11-14,"M","rep","IN",6,"P000615","N00041956"
"Davids","Sharice",1980-05-22,"F","rep","KS",3,"D000629","N00042626"
"Trahan","Lori",1973-10-27,"F","rep","MA",3,"T000482","N00041808"
"Pressley","Ayanna",1974-02-03,"F","rep","MA",7,"P000617","N00042581"
"Trone","David",1955-09-21,"M","rep","MD",6,"T000483","N00039122"
"Slotkin","Elissa",1976-07-10,"F","rep","MI",7,"S001208","N00041357"
"Stevens","Haley",1983-06-24,"F","rep","MI",11,"S001215","N00040915"
"Tlaib","Rashida",1976-07-24,"F","rep","MI",12,"T000481","N00042649"
"Craig","Angie",1972-02-14,"F","rep","MN",2,"C001119","N00037039"
"Phillips","Dean",1969-01-20,"M","rep","MN",3,"P000616","N00041134"
"Omar","Ilhan",1981-10-04,"F","rep","MN",5,"O000173","N00043581"
"Stauber","Pete",1966-05-10,"M","rep","MN",8,"S001212","N00041511"
"Guest","Michael",1970-02-04,"M","rep","MS",3,"G000591","N00042458"
"Armstrong","Kelly",1976-10-08,"M","rep","ND",0,"A000377","N00042868"
"Pappas","Chris",1980-06-04,"M","rep","NH",1,"P000614","N00042161"
"Van Drew","Jefferson",1953-02-23,"M","rep","NJ",2,"V000133","N00042164"
"Kim","Andy",1982-07-12,"M","rep","NJ",3,"K000394","N00041370"
"Sherrill","Mikie",1972-01-19,"F","rep","NJ",11,"S001207","N00041154"
"Lee","Susie",1966-11-07,"F","rep","NV",3,"L000590","N00037247"
"Ocasio-Cortez","Alexandria",1989-10-13,"F","rep","NY",14,"O000172","N00041162"
"Dean","Madeleine",1959-06-06,"F","rep","PA",4,"D000631","N00042894"
"Houlahan","Chrissy",1967-06-05,"F","rep","PA",6,"H001085","N00040949"
"Meuser","Daniel",1964-02-10,"M","rep","PA",9,"M001204","N00029416"
