"last_name","first_name","state","opensecrets_id","bioguide_id","district","Industry_Type","total"
"Dingell","Debbie","MI","N00036149","D000624",6,"+",0
"Doyle","Michael","PA","N00001373","D000482",18,"-",43000
"Doyle","Michael","PA","N00001373","D000482",18,"+",0
"Duffy","Sean","WI","N00030967","D000614",7,"-",13300
"Duffy","Sean","WI","N00030967","D000614",7,"+",0
"Duncan","Jeff","SC","N00030752","D000615",3,"-",22000
"Duncan","Jeff","SC","N00030752","D000615",3,"+",0
"Dunn","Neal","FL","N00037442","D000628",2,"-",2500
"Dunn","Neal","FL","N00037442","D000628",2,"+",0
"Emmer","Tom","MN","N00035440","E000294",6,"-",15800
"Emmer","Tom","MN","N00035440","E000294",6,"+",0
"Engel","Eliot","NY","N00001003","E000179",16,"-",7000
"Engel","Eliot","NY","N00001003","E000179",16,"+",0
"Escobar","Veronica","TX","N00041702","E000299",16,"-",1000
"Escobar","Veronica","TX","N00041702","E000299",16,"+",0
"Eshoo","Anna","CA","N00007335","E000215",16,"-",9800
"Eshoo","Anna","CA","N00007335","E000215",16,"+",0
"Estes","Ron","KS","N00040712","E000298",4,"-",60850
"Estes","Ron","KS","N00040712","E000298",4,"+",0
"Evans","Dwight","PA","N00038450","E000296",3,"-",3500
"Evans","Dwight","PA","N00038450","E000296",3,"+",0
"Ferguson","A.","GA","N00039090","F000465",3,"-",18200
"Ferguson","A.","GA","N00039090","F000465",3,"+",0
"Finkenauer","Abby","IA","N00040888","F000467",1,"-",13500
"Finkenauer","Abby","IA","N00040888","F000467",1,"+",5000
"Fitzpatrick","Brian","PA","N00038779","F000466",1,"-",33350
"Fitzpatrick","Brian","PA","N00038779","F000466",1,"+",0
"Fleischmann","Charles","TN","N00030815","F000459",3,"-",15800
"Fleischmann","Charles","TN","N00030815","F000459",3,"+",0
"Fletcher","Lizzie","TX","N00041194","F000468",7,"-",52650
"Fletcher","Lizzie","TX","N00041194","F000468",7,"+",250
"Flores","Bill","TX","N00031545","F000461",17,"-",54000
"Flores","Bill","TX","N00031545","F000461",17,"+",250
"Fortenberry","Jeff","NE","N00026631","F000449",1,"-",3500
"Fortenberry","Jeff","NE","N00026631","F000449",1,"+",0
"Foster","Bill","IL","N00029139","F000454",11,"-",9200
"Foster","Bill","IL","N00029139","F000454",11,"+",0
"Foxx","Virginia","NC","N00026166","F000450",5,"-",21000
"Foxx","Virginia","NC","N00026166","F000450",5,"+",0
"Frankel","Lois","FL","N00002893","F000462",22,"-",2500
"Frankel","Lois","FL","N00002893","F000462",22,"+",0
"Fudge","Marcia","OH","N00030490","F000455",11,"-",4000
"Fudge","Marcia","OH","N00030490","F000455",11,"+",0
"Fulcher","Russ","ID","N00041335","F000469",1,"-",7750
"Fulcher","Russ","ID","N00041335","F000469",1,"+",0
"Gabbard","Tulsi","HI","N00033281","G000571",2,"-",10134
"Gabbard","Tulsi","HI","N00033281","G000571",2,"+",500
"Gaetz","Matt","FL","N00039503","G000578",1,"-",1500
"Gaetz","Matt","FL","N00039503","G000578",1,"+",0
"Gallagher","Mike","WI","N00039330","G000579",8,"-",28750
"Gallagher","Mike","WI","N00039330","G000579",8,"+",0
"Gallego","Ruben","AZ","N00036097","G000574",3,"-",36500
"Gallego","Ruben","AZ","N00036097","G000574",3,"+",0
"Garamendi","John","CA","N00030856","G000559",8,"-",8000
"Garamendi","John","CA","N00030856","G000559",8,"+",0
"Garcia","Sylvia","TX","N00042282","G000587",29,"-",16000
"Garcia","Sylvia","TX","N00042282","G000587",29,"+",0
"García","Jesús","IL","N00042114","G000586",4,"-",1000
"García","Jesús","IL","N00042114","G000586",4,"+",0
"Gianforte","Greg","MT","N00040733","G000584",0,"-",35711
"Gianforte","Greg","MT","N00040733","G000584",0,"+",0
"Gibbs","Bob","OH","N00031128","G000563",7,"-",12500
"Gibbs","Bob","OH","N00031128","G000563",7,"+",0
"Gohmert","Louie","TX","N00026148","G000552",1,"-",6050
"Gohmert","Louie","TX","N00026148","G000552",1,"+",0
"Golden","Jared","ME","N00041668","G000592",2,"-",1250
"Golden","Jared","ME","N00041668","G000592",2,"+",0
"Gomez","Jimmy","CA","N00040597","G000585",34,"-",8500
"Gomez","Jimmy","CA","N00040597","G000585",34,"+",0
"Gonzalez","Anthony","OH","N00041690","G000588",16,"-",28410
"Gonzalez","Anthony","OH","N00041690","G000588",16,"+",0
"Gonzalez","Vicente","TX","N00038809","G000581",34,"-",16000
"Gonzalez","Vicente","TX","N00038809","G000581",34,"+",0
"Gooden","Lance","TX","N00042237","G000589",5,"-",32100
"Gooden","Lance","TX","N00042237","G000589",5,"+",0
"Gosar","Paul","AZ","N00030771","G000565",9,"-",12700
"Gosar","Paul","AZ","N00030771","G000565",9,"+",0
"Gottheimer","Josh","NJ","N00036944","G000583",5,"-",20100
"Gottheimer","Josh","NJ","N00036944","G000583",5,"+",0
"Granger","Kay","TX","N00008799","G000377",12,"-",35300
"Granger","Kay","TX","N00008799","G000377",12,"+",0
"Graves","Garret","LA","N00036135","G000577",6,"-",62400
"Graves","Garret","LA","N00036135","G000577",6,"+",0
"Graves","Sam","MO","N00013323","G000546",6,"-",43000
"Graves","Sam","MO","N00013323","G000546",6,"+",1000
"Graves","Tom","GA","N00030788","G000560",14,"-",23250
"Graves","Tom","GA","N00030788","G000560",14,"+",0
"Green","Al","TX","N00026686","G000553",9,"-",-1200
"Green","Al","TX","N00026686","G000553",9,"+",0
"Green","Mark","TN","N00041873","G000590",7,"-",10593
"Green","Mark","TN","N00041873","G000590",7,"+",0
"Griffith","H.","VA","N00032029","G000568",9,"-",44000
"Griffith","H.","VA","N00032029","G000568",9,"+",0
"Grijalva","Raúl","AZ","N00025284","G000551",7,"-",-2500
"Grijalva","Raúl","AZ","N00025284","G000551",7,"+",0
"Grothman","Glenn","WI","N00036409","G000576",6,"-",13011
"Grothman","Glenn","WI","N00036409","G000576",6,"+",0
"Guest","Michael","MS","N00042458","G000591",3,"-",19300
"Guest","Michael","MS","N00042458","G000591",3,"+",0
"Guthrie","Brett","KY","N00029675","G000558",2,"-",27000
"Guthrie","Brett","KY","N00029675","G000558",2,"+",0
"Haaland","Debra","NM","N00040933","H001080",1,"-",2000
"Haaland","Debra","NM","N00040933","H001080",1,"+",1000
"Hagedorn","Jim","MN","N00031390","H001088",1,"-",20488
"Hagedorn","Jim","MN","N00031390","H001088",1,"+",0
"Harder","Josh","CA","N00040853","H001090",9,"-",6550
"Harder","Josh","CA","N00040853","H001090",9,"+",0
"Harris","Andy","MD","N00029147","H001052",1,"-",250
"Harris","Andy","MD","N00029147","H001052",1,"+",0
"Hartzler","Vicky","MO","N00031005","H001053",4,"-",10300
"Hartzler","Vicky","MO","N00031005","H001053",4,"+",0
"Hastings","Alcee","FL","N00002884","H000324",20,"-",1500
"Hastings","Alcee","FL","N00002884","H000324",20,"+",0
"Heck","Denny","WA","N00031557","H001064",10,"-",-1000
"Heck","Denny","WA","N00031557","H001064",10,"+",0
"Hern","Kevin","OK","N00040829","H001082",1,"-",15250
"Hern","Kevin","OK","N00040829","H001082",1,"+",0
"Herrera Beutler","Jaime","WA","N00031559","H001056",3,"-",16988
"Herrera Beutler","Jaime","WA","N00031559","H001056",3,"+",250
"Hice","Jody","GA","N00032243","H001071",10,"-",1500
"Hice","Jody","GA","N00032243","H001071",10,"+",0
"Higgins","Brian","NY","N00027060","H001038",26,"-",5000
"Higgins","Brian","NY","N00027060","H001038",26,"+",0
"Higgins","Clay","LA","N00039953","H001077",3,"-",10100
"Higgins","Clay","LA","N00039953","H001077",3,"+",0
"Hill","J.","AR","N00035792","H001072",2,"-",30838
"Hill","J.","AR","N00035792","H001072",2,"+",0
"Hill","Katie","CA","N00040644","H001087",25,"-",2150
"Hill","Katie","CA","N00040644","H001087",25,"+",500
"Himes","James","CT","N00029070","H001047",4,"-",100
"Himes","James","CT","N00029070","H001047",4,"+",0
"Holding","George","NC","N00033399","H001065",2,"-",30238
"Holding","George","NC","N00033399","H001065",2,"+",1000
"Hollingsworth","Trey","IN","N00038429","H001074",9,"-",11000
"Hollingsworth","Trey","IN","N00038429","H001074",9,"+",0
"Horn","Kendra","OK","N00041394","H001083",5,"-",7255
"Horn","Kendra","OK","N00041394","H001083",5,"+",0
"Horsford","Steven","NV","N00033638","H001066",4,"-",23100
"Horsford","Steven","NV","N00033638","H001066",4,"+",0
"Houlahan","Chrissy","PA","N00040949","H001085",6,"-",2900
"Houlahan","Chrissy","PA","N00040949","H001085",6,"+",0
"Hoyer","Steny","MD","N00001821","H000874",5,"-",121500
"Hoyer","Steny","MD","N00001821","H000874",5,"+",0
"Hudson","Richard","NC","N00033630","H001067",9,"-",58188
"Hudson","Richard","NC","N00033630","H001067",9,"+",0
"Huffman","Jared","CA","N00033030","H001068",2,"-",6500
"Huffman","Jared","CA","N00033030","H001068",2,"+",0
"Huizenga","Bill","MI","N00030673","H001058",4,"-",26988
"Huizenga","Bill","MI","N00030673","H001058",4,"+",0
"Hunter","Duncan","CA","N00029258","H001048",50,"-",1500
"Hunter","Duncan","CA","N00029258","H001048",50,"+",0
"Hurd","Will","TX","N00031417","H001073",23,"-",93147
"Hurd","Will","TX","N00031417","H001073",23,"+",250
"Jackson Lee","Sheila","TX","N00005818","J000032",18,"-",3050
"Jackson Lee","Sheila","TX","N00005818","J000032",18,"+",0
"Jacobs","Chris","NY","N00044575","J000020",27,"-",5600
"Jacobs","Chris","NY","N00044575","J000020",27,"+",0
"Jayapal","Pramila","WA","N00038858","J000298",7,"-",0
"Jayapal","Pramila","WA","N00038858","J000298",7,"+",1000
"Jeffries","Hakeem","NY","N00033640","J000294",8,"-",3500
"Jeffries","Hakeem","NY","N00033640","J000294",8,"+",0
"Johnson","Bill","OH","N00032088","J000292",6,"-",101350
"Johnson","Bill","OH","N00032088","J000292",6,"+",0
"Johnson","Dusty","SD","N00040559","J000301",0,"-",14500
"Johnson","Dusty","SD","N00040559","J000301",0,"+",0
"Johnson","Eddie","TX","N00008122","J000126",30,"-",3500
"Johnson","Eddie","TX","N00008122","J000126",30,"+",0
"Johnson","Henry","GA","N00027848","J000288",4,"-",1500
"Johnson","Henry","GA","N00027848","J000288",4,"+",0
"Johnson","Mike","LA","N00039106","J000299",4,"-",27950
"Johnson","Mike","LA","N00039106","J000299",4,"+",0
"Jordan","Jim","OH","N00027894","J000289",4,"-",18550
"Jordan","Jim","OH","N00027894","J000289",4,"+",0
"Joyce","David","OH","N00035007","J000295",14,"-",45311
"Joyce","David","OH","N00035007","J000295",14,"+",0
"Joyce","John","PA","N00043242","J000302",13,"-",12000
"Joyce","John","PA","N00043242","J000302",13,"+",0
"Kaptur","Marcy","OH","N00003522","K000009",9,"-",22500
"Kaptur","Marcy","OH","N00003522","K000009",9,"+",3000
"Katko","John","NY","N00035934","K000386",24,"-",29071
"Katko","John","NY","N00035934","K000386",24,"+",0
"Keating","William","MA","N00031933","K000375",9,"-",2000
"Keating","William","MA","N00031933","K000375",9,"+",0
"Keller","Fred","PA","N00044065","K000395",12,"-",23950
"Keller","Fred","PA","N00044065","K000395",12,"+",0
"Kelly","Mike","PA","N00031647","K000376",16,"-",51238
"Kelly","Mike","PA","N00031647","K000376",16,"+",0
"Kelly","Robin","IL","N00035215","K000385",2,"-",15500
"Kelly","Robin","IL","N00035215","K000385",2,"+",0
"Kelly","Trent","MS","N00037003","K000388",1,"-",9250
"Kelly","Trent","MS","N00037003","K000388",1,"+",0
"Kennedy","Joseph","MA","N00034044","K000379",4,"-",6450
"Kennedy","Joseph","MA","N00034044","K000379",4,"+",0
"Khanna","Ro","CA","N00026427","K000389",17,"-",2257
"Khanna","Ro","CA","N00026427","K000389",17,"+",0
"Kildee","Daniel","MI","N00033395","K000380",8,"-",17800
"Kildee","Daniel","MI","N00033395","K000380",8,"+",0
"Kilmer","Derek","WA","N00034453","K000381",6,"-",7175
"Kilmer","Derek","WA","N00034453","K000381",6,"+",0
"Kim","Andy","NJ","N00041370","K000394",3,"-",1000
"Kim","Andy","NJ","N00041370","K000394",3,"+",250
"Kind","Ron","WI","N00004403","K000188",3,"-",10750
"Kind","Ron","WI","N00004403","K000188",3,"+",0
"King","Peter","NY","N00001193","K000210",2,"-",10511
"King","Peter","NY","N00001193","K000210",2,"+",0
"Kinzinger","Adam","IL","N00030667","K000378",16,"-",61800
"Kinzinger","Adam","IL","N00030667","K000378",16,"+",0
"Kirkpatrick","Ann","AZ","N00029260","K000368",2,"-",15970
"Kirkpatrick","Ann","AZ","N00029260","K000368",2,"+",0
"Krishnamoorthi","Raja","IL","N00033240","K000391",8,"-",32250
"Krishnamoorthi","Raja","IL","N00033240","K000391",8,"+",0
"Kuster","Ann","NH","N00030875","K000382",2,"-",6750
"Kuster","Ann","NH","N00030875","K000382",2,"+",0
"Kustoff","David","TN","N00025445","K000392",8,"-",6000
"Kustoff","David","TN","N00025445","K000392",8,"+",0
"LaHood","Darin","IL","N00037031","L000585",16,"-",43350
"LaHood","Darin","IL","N00037031","L000585",16,"+",0
"LaMalfa","Doug","CA","N00033987","L000578",1,"-",25988
"LaMalfa","Doug","CA","N00033987","L000578",1,"+",250
"Lamb","Conor","PA","N00041870","L000588",17,"-",14500
"Lamb","Conor","PA","N00041870","L000588",17,"+",0
"Lamborn","Doug","CO","N00028133","L000564",5,"-",3500
"Lamborn","Doug","CO","N00028133","L000564",5,"+",0
"Langevin","James","RI","N00009724","L000559",2,"-",300
"Langevin","James","RI","N00009724","L000559",2,"+",0
"Larsen","Rick","WA","N00009759","L000560",2,"-",11500
"Larsen","Rick","WA","N00009759","L000560",2,"+",0
"Larson","John","CT","N00000575","L000557",1,"-",8500
"Larson","John","CT","N00000575","L000557",1,"+",0
"Latta","Robert","OH","N00012233","L000566",5,"-",30250
"Latta","Robert","OH","N00012233","L000566",5,"+",0
"Lawrence","Brenda","MI","N00034068","L000581",14,"-",11000
"Lawrence","Brenda","MI","N00034068","L000581",14,"+",0
"Lawson","Al","FL","N00030642","L000586",5,"-",1500
"Lawson","Al","FL","N00030642","L000586",5,"+",0
"Lee","Barbara","CA","N00008046","L000551",12,"-",150
"Lee","Barbara","CA","N00008046","L000551",12,"+",0
"Lee","Susie","NV","N00037247","L000590",3,"-",7375
"Lee","Susie","NV","N00037247","L000590",3,"+",250
"Lesko","Debbie","AZ","N00042056","L000589",8,"-",31988
"Lesko","Debbie","AZ","N00042056","L000589",8,"+",0
"Levin","Andy","MI","N00042149","L000592",9,"-",3500
"Levin","Andy","MI","N00042149","L000592",9,"+",0
"Levin","Mike","CA","N00040667","L000593",49,"-",8535
"Levin","Mike","CA","N00040667","L000593",49,"+",3635
"Lewis","John","GA","N00002577","L000287",5,"-",4670
"Lewis","John","GA","N00002577","L000287",5,"+",0
"Lieu","Ted","CA","N00035825","L000582",36,"-",5750
"Lieu","Ted","CA","N00035825","L000582",36,"+",0
"Lipinski","Daniel","IL","N00027239","L000563",3,"-",23500
"Lipinski","Daniel","IL","N00027239","L000563",3,"+",0
"Loebsack","David","IA","N00027741","L000565",2,"-",9500
"Loebsack","David","IA","N00027741","L000565",2,"+",1000
"Lofgren","Zoe","CA","N00007479","L000397",18,"-",3000
"Lofgren","Zoe","CA","N00007479","L000397",18,"+",700
"Long","Billy","MO","N00030676","L000576",7,"-",44000
"Long","Billy","MO","N00030676","L000576",7,"+",0
"Loudermilk","Barry","GA","N00035347","L000583",11,"-",6300
"Loudermilk","Barry","GA","N00035347","L000583",11,"+",0
"Lowenthal","Alan","CA","N00033274","L000579",47,"-",7000
"Lowenthal","Alan","CA","N00033274","L000579",47,"+",0
